FoodItemID,RestaurantID,FoodName,Category,Price,PreparationTime,Calories,Availability
51,7,Veg Burger,Fast Food,150.0,13.0,474.0,Yes
52,7,Butter Naan,Breads,40.0,17.0,395.0,Yes
53,8,Ice Cream,Desserts,137.0,21.0,563.0,Yes
54,8,Paneer Butter Masala,Main Course,92.0,12.0,499.0,Yes
55,8,Brownie,Desserts,49.0,13.0,725.0,Yes
56,8,Paneer Butter Masala,Main Course,197.0,15.0,141.0,Yes
57,8,Fried Rice,Main Course,40.0,26.0,225.0,Yes
58,8,Biryani,Main Course,184.0,28.0,325.0,Yes
59,8,Masala Chai,Beverages,138.0,23.0,603.0,Yes
60,8,Mojito,Beverages,256.0,29.0,53.0,No
61,9,French Fries,Fast Food,217.0,28.0,467.0,Yes
62,9,Veg Burger,Fast Food,167.0,8.0,289.0,Yes
63,9,Spring Rolls,Starters,314.0,17.0,305.0,No
64,9,Fresh Lime Soda,Beverages,40.0,21.0,279.0,No
65,9,Rasmalai,Desserts,177.0,31.0,519.0,Yes
66,9,Momos,Starters,297.0,19.0,506.0,No
67,9,French Fries,Fast Food,299.0,11.0,394.0,Yes
68,10,Brownie,Desserts,117.0,13.0,377.0,Yes
69,10,Garlic Naan,Breads,94.0,15.0,502.0,Yes
70,10,Cold Coffee,Beverages,171.0,11.0,517.0,Yes
71,10,Kulcha,Breads,97.0,9.0,580.0,Yes
72,10,Paneer Butter Masala,Main Course,256.0,15.0,684.0,Yes
73,10,Ice Cream,Desserts,129.0,23.0,162.0,Yes
74,10,Kulcha,Breads,88.0,26.0,613.0,No
75,10,Gulab Jamun,Desserts,166.0,36.0,596.0,Yes
76,11,Paneer Butter Masala,Main Course,117.0,14.0,192.0,Yes
77,11,Fresh Lime Soda,Beverages,140.0,19.0,406.0,Yes
78,11,Chicken Burger,Fast Food,182.0,25.0,,Yes
79,11,Mojito,Beverages,241.0,21.0,443.0,Yes
80,11,Ice Cream,Desserts,262.0,24.0,231.0,Yes
81,11,Kulcha,Breads,343.0,18.0,257.0,Yes
82,11,Tandoori Roti,Breads,174.0,20.0,488.0,Yes
83,12,Fish Fingers,Starters,266.0,24.0,675.0,Yes
84,12,Cold Coffee,Beverages,189.0,16.0,179.0,Yes
85,12,Momos,Starters,267.0,22.0,315.0,Yes
86,12,Paneer Tikka,Starters,201.0,17.0,426.0,Yes
87,12,Garlic Naan,Breads,155.0,18.0,172.0,Yes
88,12,Gulab Jamun,Desserts,143.0,20.0,294.0,Yes
89,12,Paneer Tikka,Starters,215.0,34.0,226.0,Yes
90,12,Cold Coffee,Beverages,40.0,27.0,713.0,Yes
91,12,Veg Burger,Fast Food,213.0,18.0,303.0,Yes
92,13,Rasmalai,Desserts,228.0,17.0,527.0,Yes
93,13,Brownie,Desserts,40.0,20.0,274.0,Yes
94,13,Kheer,Desserts,265.0,8.0,494.0,Yes
95,13,Cheese Pizza,Fast Food,127.0,14.0,527.0,Yes
96,13,Kulcha,Breads,108.0,5.0,410.0,Yes
97,13,Dal Makhani,Main Course,120.0,7.0,452.0,No
98,13,Veg Burger,Fast Food,206.0,18.0,476.0,Yes
99,13,Gulab Jamun,Desserts,40.0,11.0,441.0,Yes
100,13,Cold Coffee,Beverages,273.0,19.0,575.0,Yes
101,14,Dal Makhani,Main Course,119.0,13.0,344.0,Yes
102,14,Fried Rice,Main Course,172.0,3.0,396.0,Yes
103,14,Chicken 65,Starters,176.0,13.0,284.0,Yes
104,14,Kheer,Desserts,204.0,22.0,421.0,Yes
105,14,Chole Bhature,Main Course,192.0,17.0,402.0,Yes
106,14,Kulcha,Breads,241.0,30.0,623.0,Yes
107,14,Brownie,Desserts,82.0,3.0,479.0,Yes
108,15,Kheer,Desserts,181.0,17.0,457.0,Yes
109,15,Butter Naan,Breads,158.0,5.0,228.0,Yes
110,15,Cheese Pizza,Fast Food,82.0,23.0,682.0,Yes
111,15,Cheese Pizza,Fast Food,137.0,38.0,115.0,Yes
112,15,Gulab Jamun,Desserts,134.0,19.0,50.0,Yes
113,15,Cold Coffee,Beverages,316.0,12.0,405.0,Yes
114,15,Cheese Pizza,Fast Food,220.0,5.0,764.0,Yes
115,15,Chole Bhature,Main Course,192.0,15.0,233.0,Yes
116,15,Tandoori Roti,Breads,198.0,5.0,420.0,Yes
117,16,French Fries,Fast Food,305.0,27.0,316.0,No
118,16,Veg Burger,Fast Food,154.0,22.0,577.0,No
119,16,Veg Sandwich,Fast Food,317.0,31.0,260.0,Yes
120,16,Masala Chai,Beverages,247.0,6.0,330.0,Yes
121,16,Fresh Lime Soda,Beverages,74.0,8.0,436.0,Yes
122,16,Kheer,Desserts,117.0,20.0,218.0,Yes
123,16,Masala Chai,Beverages,223.0,14.0,356.0,Yes
124,17,Veg Sandwich,Fast Food,62.0,26.0,421.0,Yes
125,17,French Fries,Fast Food,228.0,7.0,501.0,Yes
126,17,Butter Chicken,Main Course,183.0,14.0,606.0,Yes
127,17,Cold Coffee,Beverages,216.0,21.0,105.0,Yes
128,17,Garlic Naan,Breads,277.0,21.0,585.0,No
129,17,Cold Coffee,Beverages,126.0,12.0,642.0,Yes
130,17,Spring Rolls,Starters,266.0,6.0,402.0,Yes
131,17,Spring Rolls,Starters,272.0,19.0,317.0,Yes
132,17,Rasmalai,Desserts,119.0,18.0,553.0,Yes
133,18,Veg Sandwich,Fast Food,90.0,3.0,339.0,Yes
134,18,Fresh Lime Soda,Beverages,220.0,23.0,247.0,No
135,18,Tandoori Roti,Breads,204.0,12.0,510.0,Yes
136,18,Kheer,Desserts,168.0,24.0,410.0,Yes
137,18,Kheer,Desserts,225.0,14.0,293.0,Yes
138,18,Biryani,Main Course,154.0,22.0,778.0,Yes
139,19,Brownie,Desserts,293.0,30.0,384.0,Yes
140,19,Chicken Burger,Fast Food,131.0,3.0,310.0,Yes
141,19,Masala Chai,Beverages,55.0,24.0,370.0,Yes
142,19,Butter Naan,Breads,61.0,22.0,447.0,Yes
143,19,Momos,Starters,77.0,30.0,287.0,Yes
144,19,Paneer Butter Masala,Main Course,233.0,17.0,647.0,Yes
145,19,Paneer Tikka,Starters,262.0,9.0,672.0,Yes
146,20,Mojito,Beverages,65.0,9.0,643.0,Yes
147,20,Mojito,Beverages,177.0,20.0,463.0,No
148,20,Veg Manchurian,Starters,83.0,33.0,729.0,Yes
149,20,Garlic Naan,Breads,40.0,14.0,501.0,Yes
150,20,Butter Naan,Breads,169.0,13.0,484.0,Yes
151,20,Butter Chicken,Main Course,239.0,31.0,139.0,Yes
152,21,Garlic Naan,Breads,89.0,11.0,759.0,Yes
153,21,Rasmalai,Desserts,315.0,20.0,387.0,Yes
154,21,Momos,Starters,219.0,27.0,361.0,Yes
155,21,Fried Rice,Main Course,204.0,15.0,190.0,No
156,21,Butter Naan,Breads,40.0,12.0,344.0,Yes
157,21,Lassi,Beverages,219.0,20.0,191.0,Yes
158,21,Garlic Naan,Breads,180.0,13.0,362.0,Yes
159,21,Lassi,Beverages,187.0,28.0,330.0,Yes
160,22,Veg Sandwich,Fast Food,331.0,7.0,268.0,No
161,22,Ice Cream,Desserts,171.0,8.0,202.0,Yes
162,22,Veg Burger,Fast Food,186.0,7.0,256.0,Yes
163,22,Biryani,Main Course,172.0,31.0,371.0,Yes
164,22,Brownie,Desserts,191.0,8.0,242.0,Yes
165,22,Dal Makhani,Main Course,40.0,10.0,514.0,Yes
166,22,Garlic Naan,Breads,128.0,19.0,433.0,Yes
167,23,Chicken Burger,Fast Food,246.0,31.0,491.0,Yes
168,23,Paneer Tikka,Starters,158.0,24.0,445.0,Yes
169,23,Brownie,Desserts,40.0,8.0,366.0,No
170,23,Cold Coffee,Beverages,127.0,17.0,50.0,Yes
171,23,Lassi,Beverages,255.0,17.0,582.0,Yes
172,23,Paneer Butter Masala,Main Course,182.0,19.0,244.0,Yes
173,23,Kulcha,Breads,71.0,19.0,400.0,Yes
174,24,Veg Burger,Fast Food,40.0,25.0,407.0,Yes
175,24,Ice Cream,Desserts,134.0,11.0,513.0,Yes
176,24,Brownie,Desserts,117.0,19.0,374.0,Yes
177,24,Fresh Lime Soda,Beverages,132.0,7.0,595.0,Yes
178,24,Butter Naan,Breads,89.0,11.0,600.0,No
179,24,Chole Bhature,Main Course,170.0,20.0,627.0,Yes
180,24,Butter Naan,Breads,314.0,13.0,572.0,Yes
181,24,Gulab Jamun,Desserts,40.0,3.0,406.0,Yes
182,24,Garlic Naan,Breads,172.0,23.0,481.0,Yes
183,25,Chole Bhature,Main Course,242.0,30.0,694.0,Yes
184,25,Cheese Pizza,Fast Food,258.0,17.0,369.0,Yes
185,25,Butter Naan,Breads,178.0,13.0,538.0,No
186,25,Dal Makhani,Main Course,273.0,12.0,375.0,Yes
187,25,Dal Makhani,Main Course,40.0,17.0,405.0,No
188,25,Cold Coffee,Beverages,80.0,13.0,227.0,Yes
189,25,French Fries,Fast Food,40.0,29.0,164.0,Yes
190,25,Chicken Burger,Fast Food,190.0,25.0,613.0,Yes
191,25,Gulab Jamun,Desserts,84.0,28.0,424.0,Yes
192,26,French Fries,Fast Food,231.0,32.0,491.0,Yes
193,26,Gulab Jamun,Desserts,96.0,3.0,495.0,Yes
194,26,Paneer Tikka,Starters,216.0,11.0,427.0,Yes
195,26,Kulcha,Breads,58.0,20.0,198.0,Yes
196,26,Cold Coffee,Beverages,288.0,34.0,443.0,Yes
197,26,Ice Cream,Desserts,214.0,22.0,441.0,Yes
198,26,Mojito,Beverages,81.0,29.0,467.0,Yes
199,26,Tandoori Roti,Breads,230.0,26.0,544.0,Yes
200,26,Mojito,Beverages,291.0,21.0,271.0,Yes
201,27,Kulcha,Breads,217.0,17.0,268.0,Yes
202,27,Butter Naan,Breads,310.0,16.0,434.0,Yes
203,27,Chicken 65,Starters,114.0,17.0,539.0,Yes
204,27,Brownie,Desserts,364.0,6.0,403.0,Yes
205,27,Brownie,Desserts,40.0,14.0,417.0,Yes
206,27,Ice Cream,Desserts,194.0,31.0,365.0,Yes
207,27,Paneer Butter Masala,Main Course,320.0,19.0,323.0,Yes
208,27,Biryani,Main Course,197.0,19.0,429.0,Yes
209,28,Gulab Jamun,Desserts,117.0,12.0,570.0,Yes
210,28,Chicken Burger,Fast Food,274.0,11.0,379.0,Yes
211,28,Cheese Pizza,Fast Food,214.0,24.0,428.0,No
212,28,Fresh Lime Soda,Beverages,283.0,17.0,632.0,Yes
213,28,Masala Chai,Beverages,409.0,18.0,456.0,Yes
214,28,Lassi,Beverages,95.0,16.0,426.0,Yes
215,28,Veg Sandwich,Fast Food,242.0,16.0,511.0,Yes
216,28,Chole Bhature,Main Course,146.0,26.0,462.0,Yes
217,29,Lassi,Beverages,213.0,14.0,387.0,Yes
218,29,Fish Fingers,Starters,146.0,24.0,196.0,Yes
219,29,Kulcha,Breads,116.0,27.0,428.0,Yes
220,29,Cold Coffee,Beverages,290.0,24.0,539.0,Yes
221,29,Kheer,Desserts,217.0,12.0,411.0,No
222,29,Lassi,Beverages,67.0,16.0,318.0,Yes
223,30,Rasmalai,Desserts,40.0,21.0,449.0,Yes
224,30,French Fries,Fast Food,293.0,8.0,562.0,Yes
225,30,Kheer,Desserts,40.0,16.0,696.0,Yes
226,30,Chicken Burger,Fast Food,177.0,12.0,387.0,Yes
227,30,French Fries,Fast Food,256.0,15.0,458.0,Yes
228,30,Chole Bhature,Main Course,214.0,22.0,555.0,Yes
229,31,Kulcha,Breads,358.0,18.0,448.0,No
230,31,Kulcha,Breads,73.0,25.0,604.0,Yes
231,31,Lassi,Beverages,241.0,6.0,339.0,Yes
232,31,Garlic Naan,Breads,184.0,11.0,721.0,Yes
233,31,Masala Chai,Beverages,216.0,25.0,542.0,Yes
234,31,Garlic Naan,Breads,190.0,8.0,518.0,Yes
235,31,Mojito,Beverages,361.0,14.0,315.0,Yes
236,31,Garlic Naan,Breads,255.0,25.0,571.0,Yes
237,31,Kulcha,Breads,167.0,16.0,50.0,Yes
238,32,Paneer Tikka,Starters,184.0,13.0,68.0,No
239,32,Cheese Pizza,Fast Food,350.0,19.0,132.0,No
240,32,Gulab Jamun,Desserts,213.0,32.0,580.0,Yes
241,32,Veg Sandwich,Fast Food,266.0,8.0,318.0,Yes
242,32,Mojito,Beverages,101.0,18.0,516.0,Yes
243,32,French Fries,Fast Food,219.0,10.0,372.0,Yes
244,33,Spring Rolls,Starters,273.0,22.0,459.0,Yes
245,33,Veg Manchurian,Starters,100.0,19.0,229.0,Yes
246,33,Tandoori Roti,Breads,105.0,6.0,659.0,Yes
247,33,Gulab Jamun,Desserts,339.0,9.0,283.0,Yes
248,33,Fresh Lime Soda,Beverages,151.0,27.0,491.0,Yes
249,33,Kulcha,Breads,304.0,31.0,472.0,Yes
250,33,Cold Coffee,Beverages,206.0,28.0,562.0,Yes
251,34,Fish Fingers,Starters,276.0,21.0,556.0,Yes
252,34,Rasmalai,Desserts,152.0,13.0,349.0,Yes
253,34,Tandoori Roti,Breads,384.0,9.0,541.0,Yes
254,34,Kulcha,Breads,358.0,21.0,352.0,Yes
255,34,Ice Cream,Desserts,230.0,14.0,263.0,Yes
256,34,Fish Fingers,Starters,301.0,28.0,352.0,Yes
257,34,Butter Naan,Breads,136.0,19.0,385.0,Yes
258,34,Gulab Jamun,Desserts,106.0,5.0,181.0,Yes
259,34,Chole Bhature,Main Course,71.0,9.0,431.0,Yes
260,35,Spring Rolls,Starters,107.0,11.0,,Yes
261,35,Masala Chai,Beverages,68.0,7.0,388.0,Yes
262,35,Fish Fingers,Starters,273.0,30.0,407.0,Yes
263,35,Veg Sandwich,Fast Food,275.0,11.0,485.0,Yes
264,35,Cheese Pizza,Fast Food,101.0,21.0,277.0,Yes
265,35,Kheer,Desserts,113.0,17.0,642.0,Yes
266,36,Kheer,Desserts,256.0,12.0,241.0,Yes
267,36,Kheer,Desserts,106.0,23.0,432.0,No
268,36,Garlic Naan,Breads,238.0,13.0,450.0,Yes
269,36,Butter Chicken,Main Course,204.0,28.0,636.0,Yes
270,36,Chicken 65,Starters,261.0,28.0,397.0,No
271,36,Rasmalai,Desserts,117.0,17.0,380.0,Yes
272,37,Lassi,Beverages,162.0,17.0,374.0,Yes
273,37,Masala Chai,Beverages,138.0,16.0,520.0,Yes
274,37,Chicken 65,Starters,102.0,28.0,562.0,Yes
275,37,Gulab Jamun,Desserts,187.0,3.0,73.0,Yes
276,37,Kulcha,Breads,190.0,23.0,665.0,Yes
277,37,Fresh Lime Soda,Beverages,143.0,13.0,217.0,Yes
278,38,Butter Chicken,Main Course,233.0,18.0,328.0,No
279,38,Cheese Pizza,Fast Food,182.0,17.0,545.0,Yes
280,38,Kulcha,Breads,141.0,17.0,527.0,Yes
281,38,French Fries,Fast Food,156.0,12.0,207.0,No
282,38,Tandoori Roti,Breads,86.0,12.0,544.0,Yes
283,38,Biryani,Main Course,113.0,16.0,245.0,Yes
284,38,Lassi,Beverages,184.0,20.0,453.0,Yes
285,39,Kulcha,Breads,338.0,17.0,443.0,No
286,39,Spring Rolls,Starters,129.0,35.0,527.0,Yes
287,39,Lassi,Beverages,259.0,26.0,512.0,Yes
288,39,Mojito,Beverages,282.0,16.0,739.0,Yes
289,39,Rasmalai,Desserts,40.0,15.0,659.0,Yes
290,39,Veg Sandwich,Fast Food,164.0,23.0,329.0,No
291,40,Rasmalai,Desserts,220.0,15.0,575.0,Yes
292,40,Kulcha,Breads,206.0,3.0,278.0,No
293,40,Butter Naan,Breads,92.0,29.0,213.0,Yes
294,40,Gulab Jamun,Desserts,155.0,34.0,587.0,No
295,40,Kulcha,Breads,103.0,10.0,252.0,Yes
296,40,Chicken 65,Starters,198.0,14.0,434.0,Yes
297,40,Garlic Naan,Breads,207.0,18.0,422.0,Yes
298,40,Chicken Burger,Fast Food,187.0,11.0,183.0,Yes
299,41,Biryani,Main Course,184.0,11.0,546.0,Yes
300,41,Tandoori Roti,Breads,67.0,15.0,423.0,No
301,41,Garlic Naan,Breads,293.0,14.0,427.0,Yes
302,41,Chole Bhature,Main Course,235.0,24.0,455.0,Yes
303,41,Garlic Naan,Breads,342.0,14.0,659.0,Yes
304,41,Veg Manchurian,Starters,242.0,19.0,448.0,Yes
305,41,Veg Sandwich,Fast Food,264.0,12.0,421.0,Yes
306,41,Garlic Naan,Breads,158.0,30.0,302.0,Yes
307,42,Brownie,Desserts,359.0,14.0,191.0,Yes
308,42,Brownie,Desserts,101.0,11.0,648.0,Yes
309,42,Tandoori Roti,Breads,58.0,20.0,620.0,Yes
310,42,Momos,Starters,429.0,17.0,416.0,Yes
311,42,Chicken 65,Starters,75.0,14.0,727.0,Yes
312,42,Gulab Jamun,Desserts,258.0,27.0,497.0,Yes
313,42,Lassi,Beverages,276.0,33.0,331.0,Yes
314,42,Gulab Jamun,Desserts,246.0,12.0,94.0,Yes
315,43,Ice Cream,Desserts,203.0,18.0,388.0,Yes
316,43,Cold Coffee,Beverages,122.0,19.0,463.0,No
317,43,Fried Rice,Main Course,356.0,22.0,488.0,Yes
318,43,Tandoori Roti,Breads,112.0,10.0,252.0,Yes
319,43,Chicken Burger,Fast Food,153.0,18.0,432.0,Yes
320,43,Dal Makhani,Main Course,106.0,3.0,337.0,No
321,43,Veg Burger,Fast Food,264.0,14.0,388.0,Yes
322,43,Fresh Lime Soda,Beverages,40.0,18.0,461.0,No
323,43,Kheer,Desserts,128.0,25.0,579.0,Yes
324,44,Cheese Pizza,Fast Food,370.0,10.0,442.0,No
325,44,Veg Manchurian,Starters,73.0,22.0,472.0,Yes
326,44,Kulcha,Breads,40.0,20.0,370.0,Yes
327,44,Kulcha,Breads,73.0,15.0,709.0,Yes
328,44,Chole Bhature,Main Course,231.0,11.0,350.0,Yes
329,44,Cold Coffee,Beverages,40.0,9.0,652.0,No
330,44,Rasmalai,Desserts,262.0,21.0,458.0,Yes
331,44,Kulcha,Breads,307.0,20.0,357.0,Yes
332,45,Masala Chai,Beverages,171.0,15.0,358.0,Yes
333,45,Butter Naan,Breads,332.0,9.0,324.0,Yes
334,45,Tandoori Roti,Breads,40.0,26.0,451.0,Yes
335,45,French Fries,Fast Food,336.0,12.0,280.0,Yes
336,45,Veg Burger,Fast Food,75.0,21.0,347.0,Yes
337,45,Mojito,Beverages,207.0,14.0,615.0,Yes
338,45,Kheer,Desserts,293.0,18.0,557.0,Yes
339,46,Masala Chai,Beverages,168.0,17.0,75.0,Yes
340,46,Paneer Butter Masala,Main Course,225.0,18.0,532.0,Yes
341,46,Garlic Naan,Breads,244.0,12.0,371.0,Yes
342,46,Paneer Tikka,Starters,136.0,26.0,636.0,No
343,46,Kulcha,Breads,251.0,33.0,478.0,Yes
344,46,Kheer,Desserts,92.0,6.0,262.0,No
345,46,Cold Coffee,Beverages,139.0,12.0,408.0,Yes
346,46,Rasmalai,Desserts,163.0,18.0,766.0,Yes
347,47,Veg Burger,Fast Food,258.0,20.0,559.0,Yes
348,47,Kulcha,Breads,107.0,11.0,537.0,Yes
349,47,Veg Manchurian,Starters,179.0,18.0,228.0,Yes
350,47,Kulcha,Breads,137.0,14.0,327.0,Yes
351,47,Lassi,Beverages,373.0,34.0,570.0,Yes
352,47,Tandoori Roti,Breads,188.0,13.0,244.0,Yes
353,47,Cold Coffee,Beverages,210.0,28.0,516.0,Yes
354,47,Fresh Lime Soda,Beverages,189.0,23.0,397.0,Yes
355,47,Rasmalai,Desserts,155.0,9.0,350.0,No
356,48,Masala Chai,Beverages,207.0,14.0,228.0,Yes
357,48,Fresh Lime Soda,Beverages,190.0,20.0,344.0,Yes
358,48,Butter Chicken,Main Course,178.0,3.0,511.0,Yes
359,48,Garlic Naan,Breads,205.0,29.0,368.0,No
360,48,Kulcha,Breads,246.0,27.0,403.0,No
361,48,Cold Coffee,Beverages,210.0,19.0,160.0,Yes
362,48,Tandoori Roti,Breads,214.0,10.0,271.0,Yes
363,49,Butter Naan,Breads,227.0,28.0,517.0,Yes
364,49,Cold Coffee,Beverages,232.0,20.0,530.0,No
365,49,Chicken 65,Starters,331.0,13.0,318.0,Yes
366,49,Veg Burger,Fast Food,245.0,4.0,385.0,Yes
367,49,Kheer,Desserts,203.0,13.0,112.0,Yes
368,49,Garlic Naan,Breads,304.0,13.0,316.0,Yes
369,49,Garlic Naan,Breads,299.0,3.0,626.0,Yes
370,49,Masala Chai,Beverages,380.0,10.0,326.0,Yes
371,50,French Fries,Fast Food,223.0,20.0,547.0,Yes
372,50,Rasmalai,Desserts,224.0,24.0,915.0,Yes
373,50,Chicken 65,Starters,40.0,28.0,621.0,Yes
374,50,Kheer,Desserts,81.0,11.0,475.0,Yes
375,50,Paneer Tikka,Starters,67.0,13.0,435.0,Yes
376,50,Fish Fingers,Starters,118.0,16.0,269.0,No
377,50,Paneer Butter Masala,Main Course,95.0,21.0,384.0,No
378,51,Veg Sandwich,Fast Food,191.0,23.0,427.0,Yes
379,51,Garlic Naan,Breads,149.0,10.0,467.0,Yes
380,51,Rasmalai,Desserts,359.0,25.0,174.0,Yes
381,51,Chole Bhature,Main Course,40.0,12.0,169.0,Yes
382,51,Tandoori Roti,Breads,64.0,3.0,434.0,Yes
383,51,Brownie,Desserts,75.0,8.0,300.0,No
384,51,French Fries,Fast Food,122.0,15.0,189.0,No
385,51,Spring Rolls,Starters,268.0,20.0,462.0,No
386,52,Kulcha,Breads,140.0,26.0,473.0,Yes
387,52,French Fries,Fast Food,197.0,25.0,149.0,Yes
388,52,Fish Fingers,Starters,197.0,12.0,291.0,Yes
389,52,Veg Sandwich,Fast Food,251.0,28.0,590.0,Yes
390,52,Gulab Jamun,Desserts,180.0,15.0,586.0,Yes
391,52,Cold Coffee,Beverages,91.0,31.0,342.0,No
392,52,Fried Rice,Main Course,175.0,13.0,405.0,Yes
393,52,Veg Sandwich,Fast Food,98.0,15.0,423.0,Yes
394,53,Paneer Butter Masala,Main Course,170.0,3.0,771.0,Yes
395,53,Fresh Lime Soda,Beverages,322.0,8.0,306.0,Yes
396,53,Garlic Naan,Breads,164.0,23.0,470.0,Yes
397,53,Fresh Lime Soda,Beverages,81.0,36.0,340.0,Yes
398,53,Veg Manchurian,Starters,342.0,13.0,558.0,Yes
399,53,Chicken Burger,Fast Food,213.0,11.0,488.0,Yes
400,54,Fresh Lime Soda,Beverages,196.0,25.0,283.0,Yes
401,54,Cheese Pizza,Fast Food,172.0,24.0,125.0,Yes
402,54,Fresh Lime Soda,Beverages,76.0,18.0,427.0,Yes
403,54,Cheese Pizza,Fast Food,171.0,24.0,384.0,Yes
404,54,Lassi,Beverages,272.0,20.0,232.0,Yes
405,54,Momos,Starters,194.0,17.0,299.0,Yes
406,54,Veg Sandwich,Fast Food,43.0,8.0,272.0,Yes
407,55,Paneer Tikka,Starters,275.0,15.0,583.0,Yes
408,55,Garlic Naan,Breads,87.0,12.0,315.0,Yes
409,55,Butter Naan,Breads,153.0,19.0,494.0,Yes
410,55,Chole Bhature,Main Course,293.0,3.0,703.0,Yes
411,55,Paneer Butter Masala,Main Course,84.0,18.0,544.0,Yes
412,55,Veg Manchurian,Starters,237.0,26.0,552.0,Yes
413,55,Brownie,Desserts,217.0,24.0,214.0,Yes
414,56,Chicken Burger,Fast Food,116.0,10.0,50.0,Yes
415,56,Garlic Naan,Breads,95.0,9.0,260.0,Yes
416,56,Kulcha,Breads,240.0,11.0,526.0,Yes
417,56,Butter Naan,Breads,40.0,12.0,341.0,Yes
418,56,French Fries,Fast Food,286.0,18.0,443.0,Yes
419,56,Lassi,Beverages,81.0,24.0,391.0,Yes
420,56,Kheer,Desserts,40.0,23.0,443.0,Yes
421,56,Butter Naan,Breads,149.0,15.0,239.0,Yes
422,57,Chole Bhature,Main Course,284.0,23.0,241.0,Yes
423,57,Lassi,Beverages,184.0,12.0,208.0,Yes
424,57,Veg Burger,Fast Food,319.0,15.0,273.0,Yes
425,57,Ice Cream,Desserts,72.0,16.0,81.0,Yes
426,57,Chole Bhature,Main Course,166.0,27.0,539.0,Yes
427,57,Tandoori Roti,Breads,223.0,37.0,438.0,Yes
428,58,Rasmalai,Desserts,97.0,24.0,420.0,Yes
429,58,Chole Bhature,Main Course,183.0,20.0,340.0,Yes
430,58,Rasmalai,Desserts,348.0,4.0,522.0,Yes
431,58,Veg Sandwich,Fast Food,191.0,21.0,342.0,Yes
432,58,Cheese Pizza,Fast Food,316.0,25.0,284.0,Yes
433,58,Paneer Tikka,Starters,280.0,20.0,312.0,Yes
434,59,Veg Sandwich,Fast Food,40.0,24.0,291.0,Yes
435,59,Spring Rolls,Starters,227.0,29.0,278.0,Yes
436,59,Masala Chai,Beverages,301.0,8.0,622.0,Yes
