TrafficID,City,Date,Time,TrafficLevel,AverageSpeed
76,Mumbai,2023-09-25,21:30,Moderate,21.4
77,Mumbai,06-04-2024,17:45,Moderate,25.5
78,Mumbai,02-10-2024,19:45,Severe,10.6
79,Mumbai,03/29/2024,10:30,Moderate,31.4
80,Mumbai,13-03-2023,07:30,High,15.3
81,Mumbai,2023-06-17,07:30,High,25.7
82,Mumbai,2023.10.12,12:45,Low,38.7
83,Mumbai,19-11-2024,08:15,High,9.5
84,Mumbai,2024-12-30,16:15,Moderate,26.4
85,Mumbai,2024.03.24,19:30,High,17.0
86,Mumbai,30-07-2024,00:30,Low,37.9
87,Mumbai,2024.02.27,09:00,Severe,10.6
88,Mumbai,2024-05-19,08:00,Low,-36.2
89,Mumbai,21-04-2024,08:30,High,15.0
90,Mumbai,06-10-2024,09:15,High,20.6
91,Mumbai,2024-08-01,14:15,Moderate,29.6
92,Mumbai,22-08-2023,13:30,Low,39.7
93,Mumbai,03/14/2024,08:15,Low,34.0
94,Mumbai,2024-05-11,19:45,Moderate,30.6
95,Mumbai,11/01/2024,18:45,High,23.0
96,Mumbai,2023-04-21,17:45,Low,34.0
97,Mumbai,2024-12-17,20:30,High,20.5
98,Mumbai,01/25/2023,08:00,Severe,3.6
99,Mumbai,30-11-2024,09:15,High,23.3
100,Mumbai,2024-05-27,13:15,Low,39.1
101,Mumbai,2024.10.02,10:00,Low,42.9
102,Mumbai,2024-08-28,17:30,Low,41.9
103,Mumbai,13-10-2024,18:15,High,21.2
104,Mumbai,23/08/2024,11:45,Moderate,27.5
105,Mumbai,26/12/2024,18:30,Low,34.8
106,Mumbai,08/08/2023,17:30,Moderate,23.7
107,Mumbai,23-04-2023,07:30,High,19.5
108,Mumbai,2024-01-26,18:30,High,9.3
109,Mumbai,29-08-2024,06:30,,20.8
110,Mumbai,11-11-2023,16:30,High,14.2
111,Mumbai,06/20/2023,10:30,Moderate,19.7
112,Mumbai,2023-10-07,09:15,Moderate,27.2
113,Mumbai,01/11/2024,01:45,Low,42.7
114,Mumbai,2023.05.28,04:45,Low,45.4
115,Mumbai,06/10/2024,18:15,Severe,6.6
116,Mumbai,2023-02-08,12:30,Moderate,21.3
117,Mumbai,03/06/2023,18:30,Severe,15.8
118,Mumbai,28-05-2024,19:30,High,4.4
119,Mumbai,02/16/2024,10:15,Low,39.2
120,Mumbai,04-03-2024,20:15,High,18.8
121,Mumbai,24/06/2024,07:00,Moderate,30.5
122,Mumbai,2024.01.04,18:45,Moderate,29.3
123,Mumbai,12/06/2023,11:15,Moderate,29.4
124,Mumbai,30-12-2024,11:30,Severe,3.3
125,Mumbai,02/12/2024,21:00,High,23.6
126,Mumbai,2024.06.17,21:45,Moderate,25.7
127,Mumbai,18/09/2024,13:00,Moderate,17.7
128,Mumbai,2023.04.04,22:30,Low,32.0
129,Mumbai,2024-06-27,20:15,High,14.7
130,Mumbai,2023.06.04,08:15,Severe,20.4
131,Mumbai,30/01/2024,07:15,Severe,6.7
132,Mumbai,2023.02.13,11:00,Moderate,24.5
133,Mumbai,09/07/2024,07:45,Moderate,22.9
134,Mumbai,2024.03.29,08:00,High,100.4
135,Mumbai,23-09-2024,19:00,High,7.3
136,Mumbai,2024.11.11,12:15,Moderate,22.6
137,Mumbai,2023.10.01,07:15,Moderate,35.2
138,Mumbai,2024-06-20,18:45,,16.5
139,Mumbai,2024.02.19,21:00,Low,42.5
140,Mumbai,01/16/2023,02:30,Moderate,28.6
141,Mumbai,2023.01.29,17:00,Moderate,28.7
142,Mumbai,29-09-2024,12:00,High,15.7
143,Mumbai,16-08-2024,21:30,Severe,6.1
144,Mumbai,2024.07.17,10:30,High,12.7
145,Mumbai,2023.05.12,04:45,Low,29.3
146,Mumbai,09/08/2024,08:30,Low,41.7
147,Mumbai,05/30/2023,15:00,Low,36.9
148,Mumbai,29-07-2024,21:45,Moderate,32.4
149,Mumbai,12/11/2023,03:15,Moderate,22.1
150,Mumbai,2023.02.09,19:45,Low,36.4
151,Mumbai,07-08-2024,07:45,Low,43.4
152,Mumbai,03/15/2024,13:30,Moderate,27.5
153,Mumbai,05/03/2023,05:00,Low,39.9
154,Mumbai,12/05/2024,07:45,Moderate,22.9
155,Mumbai,30/10/2023,17:00,High,17.2
156,Mumbai,05-07-2023,10:15,Moderate,22.8
157,Mumbai,03/26/2023,05:00,Low,45.0
158,Mumbai,03/10/2024,20:00,Severe,88.1
159,Mumbai,03/17/2024,09:00,Moderate,28.2
160,Mumbai,01/27/2023,18:30,High,-18.1
161,Mumbai,2024.09.08,18:15,High,19.6
162,Mumbai,18-04-2024,15:00,High,24.8
163,Mumbai,2024.07.13,08:00,High,12.5
164,Mumbai,2023-08-20,10:15,Moderate,34.9
165,Mumbai,26/11/2024,19:15,High,12.4
166,Mumbai,12/06/2024,15:00,Moderate,18.2
167,Mumbai,07-06-2023,20:45,Low,31.8
168,Mumbai,2024-01-05,19:30,Severe,3.0
169,Mumbai,05/20/2023,17:45,Moderate,30.4
170,Mumbai,02/01/2023,13:00,Low,42.0
171,Mumbai,2024-01-28,19:30,Severe,3.8
172,Mumbai,2023.03.02,07:30,High,21.7
173,Mumbai,2023-07-02,22:45,Moderate,29.3
174,Mumbai,2024-01-03,06:15,High,18.8
175,Mumbai,2024.01.24,16:00,High,12.5
176,Mumbai,10/03/2024,16:15,Low,38.5
177,Mumbai,09-05-2023,16:45,Low,29.6
178,Mumbai,2024-12-11,20:00,Moderate,20.7
179,Mumbai,2024-08-21,16:45,Severe,8.4
180,Mumbai,24-02-2024,20:30,High,10.1
181,Mumbai,2023.07.07,06:45,High,21.3
182,Mumbai,18/06/2024,13:45,Moderate,21.5
183,Mumbai,25/06/2024,12:45,High,21.1
184,Mumbai,10/24/2023,20:30,High,10.5
185,Mumbai,27-12-2023,13:15,Moderate,23.9
186,Mumbai,2024-09-16,19:45,High,17.4
187,Mumbai,09/01/2023,17:00,Low,29.2
188,Mumbai,08/06/2024,09:45,High,11.7
189,Mumbai,08/11/2024,22:00,High,20.3
190,Mumbai,2023.08.29,13:00,High,15.4
191,Mumbai,2023.08.25,10:00,Low,35.4
192,Mumbai,12/23/2023,16:30,Low,35.5
193,Mumbai,21-05-2023,10:30,Severe,9.1
194,Mumbai,02-04-2023,21:45,Moderate,24.3
195,Mumbai,28/02/2024,14:15,Severe,7.5
196,Mumbai,09/13/2023,21:15,Moderate,28.0
197,Mumbai,2023-10-13,14:30,Moderate,16.8
198,Mumbai,2023-09-10,18:45,Severe,6.9
199,Mumbai,23-07-2023,07:00,Moderate,20.0
200,Mumbai,2023-09-06,06:15,High,-16.2
201,Mumbai,2023-08-18,09:30,Severe,17.1
202,Mumbai,11/30/2023,07:15,Low,32.4
203,Mumbai,2024-10-17,20:45,High,21.2
204,Mumbai,10/28/2023,12:00,High,21.0
205,Mumbai,2023.08.14,15:00,Moderate,27.6
206,Mumbai,2023-07-03,17:30,Moderate,28.0
207,Mumbai,2023.08.04,19:45,Severe,3.0
208,Mumbai,12/03/2023,11:45,Low,39.0
209,Mumbai,06/17/2023,07:15,Moderate,33.7
210,Mumbai,09-09-2023,09:15,High,18.6
211,Mumbai,31-05-2023,16:15,Low,45.3
212,Mumbai,2024.06.15,14:00,Low,36.1
213,Mumbai,29/06/2023,10:30,Severe,-11.3
214,Mumbai,2024-09-27,12:15,Low,32.7
215,Mumbai,03/02/2024,18:15,High,13.5
216,Mumbai,2024-07-23,12:00,High,18.2
217,Mumbai,2024-10-27,09:45,Severe,9.8
218,Mumbai,18/06/2023,09:00,High,5.8
219,Mumbai,2024.06.07,18:00,High,18.1
220,Mumbai,11-05-2023,19:00,Low,34.4
221,Mumbai,2024-06-25,09:15,Moderate,22.4
222,Mumbai,04/02/2023,10:30,Moderate,24.3
223,Mumbai,28-10-2023,13:45,Severe,11.4
224,Mumbai,31-12-2024,12:45,Moderate,24.7
225,Mumbai,27/02/2023,14:00,Low,34.4
226,Mumbai,02/01/2023,19:15,High,20.4
227,Mumbai,09/27/2024,06:30,Moderate,24.9
228,Mumbai,2023-10-17,15:15,High,21.1
229,Mumbai,03-06-2023,17:30,Low,44.0
230,Mumbai,07/11/2024,13:15,Moderate,24.7
231,Mumbai,10/03/2024,02:45,High,12.4
232,Mumbai,02/17/2023,20:30,Severe,11.7
233,Mumbai,08/08/2023,18:15,Moderate,26.4
234,Mumbai,2023-09-13,11:45,Low,44.7
235,Mumbai,2024.09.28,16:15,Moderate,27.9
236,Mumbai,08/04/2023,09:00,Moderate,17.7
237,Mumbai,08-10-2023,13:15,Moderate,20.6
238,Mumbai,2024.01.04,17:30,High,18.5
239,Mumbai,23-11-2023,08:45,High,14.1
240,Mumbai,01-07-2023,18:45,High,23.2
241,Mumbai,21/06/2023,11:30,Low,37.2
242,Mumbai,06/18/2023,11:45,High,17.6
243,Mumbai,2024.01.14,11:15,Low,32.4
244,Mumbai,31-12-2024,08:15,Severe,6.1
245,Mumbai,2023.05.25,12:30,Moderate,28.0
246,Mumbai,2024-03-27,14:00,Low,39.8
247,Mumbai,14/12/2024,09:15,High,20.2
248,Mumbai,2023-05-23,01:30,Low,49.8
249,Mumbai,2023-10-15,08:00,Severe,5.0
250,Mumbai,2023-05-28,09:15,High,10.1
251,Mumbai,08-10-2023,09:15,Severe,20.7
252,Mumbai,2023.10.17,13:15,Low,32.5
253,Mumbai,2024.03.02,10:00,Moderate,28.4
254,Mumbai,07/31/2024,07:30,Moderate,31.7
255,Mumbai,20-03-2024,19:15,Moderate,12.7
256,Mumbai,03/12/2023,17:00,High,12.0
257,Mumbai,22-06-2024,12:15,Low,35.7
258,Mumbai,2023-12-05,18:30,High,12.3
259,Mumbai,07/01/2023,17:30,Moderate,30.6
260,Mumbai,2024.05.16,10:00,Severe,3.0
261,Mumbai,04/09/2023,13:00,Moderate,31.0
262,Mumbai,2024.05.24,12:45,High,19.9
263,Mumbai,11-11-2024,13:00,Moderate,28.4
264,Mumbai,04/12/2023,13:15,Low,37.3
265,Mumbai,27/01/2023,08:15,Moderate,27.8
266,Mumbai,03/10/2024,17:15,Low,38.2
267,Mumbai,13-12-2024,09:30,High,-12.5
268,Mumbai,21-03-2024,14:00,Moderate,24.8
269,Mumbai,12/05/2023,12:15,Moderate,14.9
270,Mumbai,12/02/2023,10:45,Severe,12.0
271,Mumbai,09-02-2024,10:45,Low,46.9
272,Mumbai,17-02-2023,10:30,Moderate,21.1
273,Mumbai,08/12/2024,10:45,Moderate,25.2
274,Mumbai,12/17/2023,13:45,High,22.5
275,Mumbai,2024.07.14,10:45,Moderate,30.5
276,Mumbai,23/09/2023,19:45,High,14.3
277,Mumbai,26-11-2024,08:45,Severe,6.1
278,Mumbai,29-02-2024,18:15,Severe,3.0
279,Mumbai,01-02-2024,17:30,Moderate,28.9
280,Mumbai,10-06-2024,08:30,,15.6
281,Mumbai,28-09-2023,15:00,Moderate,33.9
282,Mumbai,10/19/2023,20:15,Severe,3.0
283,Mumbai,01/27/2023,09:45,Severe,18.5
284,Mumbai,2023.03.07,08:45,Severe,3.0
285,Mumbai,2023-07-30,08:45,High,15.8
286,Mumbai,2024-12-01,20:30,High,9.0
287,Mumbai,2024.05.22,23:45,Moderate,15.2
288,Mumbai,19-06-2023,17:30,Low,41.6
289,Mumbai,11/01/2024,10:45,Low,44.5
290,Mumbai,27/08/2024,19:15,High,12.2
291,Mumbai,2024.11.09,05:45,Low,43.1
292,Mumbai,2024-06-01,07:00,Low,44.9
293,Mumbai,2023-09-05,20:30,Moderate,23.4
294,Mumbai,23-02-2024,11:00,Low,40.1
295,Mumbai,19-08-2023,15:15,Low,41.9
296,Mumbai,2024-02-22,19:15,Moderate,25.3
297,Mumbai,2024.06.13,20:00,Severe,16.2
298,Mumbai,26/08/2023,19:15,Severe,10.9
299,Mumbai,12-11-2024,13:15,High,20.5
300,Mumbai,04/21/2024,08:00,High,25.1
301,Mumbai,2024-07-24,07:15,Moderate,26.0
302,Mumbai,2023-07-02,13:00,High,15.9
303,Mumbai,12-03-2023,19:30,Moderate,33.8
304,Mumbai,2023.08.24,09:45,Moderate,36.3
305,Mumbai,25/09/2023,14:00,Moderate,19.8
306,Mumbai,12/24/2023,18:00,High,6.9
307,Mumbai,01/29/2023,09:15,Severe,3.0
308,Mumbai,2023-01-15,08:30,Severe,11.3
309,Mumbai,18-09-2023,16:00,Low,42.2
310,Mumbai,2023-11-27,18:00,High,21.5
311,Mumbai,08-11-2023,09:30,High,19.9
312,Mumbai,01/01/2023,17:45,Low,41.5
313,Mumbai,2023.04.27,19:45,High,17.8
314,Mumbai,28/06/2023,01:45,Low,-43.6
315,Mumbai,08/17/2024,08:30,High,23.8
316,Mumbai,31/08/2024,07:45,High,17.3
317,Mumbai,2023.12.17,14:30,Low,32.3
318,Mumbai,2024-06-18,11:30,Severe,19.1
319,Mumbai,2023.06.24,12:45,High,18.0
320,Mumbai,2024-12-05,16:00,Low,36.1
321,Mumbai,07-01-2023,06:45,High,17.9
322,Mumbai,2023-02-21,19:45,,24.6
323,Mumbai,04-06-2023,21:00,Moderate,29.6
324,Mumbai,25-03-2023,18:30,High,18.8
325,Mumbai,02/09/2023,19:45,Severe,14.2
326,Mumbai,2024-11-02,13:45,Moderate,25.1
327,Mumbai,2023.06.27,14:00,Low,39.4
328,Mumbai,29/06/2023,19:15,Severe,5.1
329,Mumbai,02/12/2024,14:15,Moderate,34.1
330,Mumbai,08/02/2024,10:30,High,22.9
331,Mumbai,16/03/2024,20:00,High,6.1
332,Mumbai,04/16/2023,07:30,Moderate,26.9
333,Mumbai,04/05/2024,15:00,Moderate,23.3
334,Mumbai,2024.02.24,13:30,Low,38.3
335,Mumbai,23/08/2023,08:30,,4.8
336,Mumbai,08/12/2024,19:15,High,17.9
337,Mumbai,10/03/2024,13:30,Low,48.9
338,Mumbai,15-04-2024,18:30,High,14.2
339,Mumbai,2024-04-06,19:00,Severe,8.2
340,Mumbai,2023-03-14,16:00,Severe,13.4
341,Mumbai,2023-01-05,17:15,Moderate,26.5
342,Mumbai,23/02/2024,23:00,Low,40.9
343,Mumbai,29-03-2024,17:15,Moderate,30.6
344,Mumbai,02/01/2023,21:30,Moderate,18.4
345,Mumbai,2023.04.28,17:45,Moderate,29.4
346,Mumbai,04/12/2024,18:15,High,8.2
347,Mumbai,13-11-2023,13:45,Low,32.5
348,Mumbai,05/02/2024,07:15,High,14.4
349,Mumbai,09/02/2024,18:45,Severe,3.0
350,Mumbai,01/20/2024,00:00,Low,35.4
351,Mumbai,2023-12-01,13:30,Severe,5.5
352,Mumbai,23-10-2023,08:00,High,14.1
353,Mumbai,10/19/2024,11:00,Moderate,19.4
354,Mumbai,2023-08-31,10:15,Low,28.9
355,Mumbai,05/13/2024,10:30,Moderate,23.7
356,Mumbai,2024.10.22,08:45,High,13.6
357,Mumbai,20/02/2023,12:30,Low,31.4
358,Mumbai,22/04/2023,18:00,Moderate,24.3
359,Mumbai,2024-07-01,13:00,Moderate,29.3
360,Mumbai,2023.04.25,19:45,Severe,6.9
361,Mumbai,25/11/2024,07:00,Moderate,28.9
362,Mumbai,01/23/2023,00:15,Low,37.4
363,Mumbai,2024-08-05,18:00,Severe,5.8
364,Mumbai,06/10/2024,06:30,Low,34.2
365,Mumbai,06-07-2023,18:15,Severe,6.1
366,Mumbai,21-08-2023,23:15,Moderate,34.5
367,Mumbai,2023-03-26,21:30,Moderate,19.8
368,Mumbai,01/09/2023,16:00,High,14.0
369,Mumbai,24-11-2024,18:00,Severe,6.5
370,Mumbai,24/05/2024,20:00,High,11.0
371,Mumbai,16/10/2024,20:30,Severe,5.9
372,Mumbai,2023.06.03,12:00,Moderate,22.6
373,Mumbai,16-10-2024,12:15,Moderate,26.5
374,Mumbai,11/17/2023,19:45,Severe,3.0
375,Mumbai,05/17/2023,07:30,Severe,12.3
376,Mumbai,08/18/2024,15:30,High,24.9
377,Mumbai,07/13/2024,17:15,Moderate,118.8
378,Mumbai,19-04-2024,19:15,High,14.3
379,Mumbai,22-11-2023,19:00,Low,29.4
380,Mumbai,2023-08-11,16:15,Moderate,27.6
381,Mumbai,21/08/2024,07:45,Moderate,26.5
382,Mumbai,30/10/2024,18:00,Severe,3.2
383,Mumbai,28-11-2023,11:00,Low,44.1
384,Mumbai,20/03/2024,19:45,High,11.2
385,Mumbai,2024-03-02,20:30,Severe,13.8
386,Mumbai,12/23/2023,12:15,Low,36.7
387,Mumbai,18-11-2024,19:15,Severe,9.3
388,Mumbai,03/09/2023,06:45,Low,38.9
389,Mumbai,18-06-2023,09:45,Moderate,30.0
390,Mumbai,09/26/2024,19:00,Severe,6.9
391,Mumbai,2023.11.12,22:00,High,12.6
392,Mumbai,2023.08.14,12:15,Moderate,32.0
393,Mumbai,07/17/2024,04:00,Moderate,35.7
394,Mumbai,25/01/2024,21:00,Moderate,23.5
395,Mumbai,07/01/2023,08:15,Moderate,27.9
396,Mumbai,2024.05.18,09:00,High,12.2
397,Mumbai,07/23/2024,21:00,Low,48.7
398,Mumbai,2024.06.26,12:00,High,21.3
399,Mumbai,21/01/2023,23:00,High,16.5
400,Mumbai,03/11/2024,03:15,Low,39.6
401,Mumbai,2023.08.04,23:15,High,19.5
402,Mumbai,2024-09-26,13:30,Low,36.6
403,Mumbai,02/02/2024,17:30,Low,44.3
404,Mumbai,2023.06.13,17:45,Low,32.6
405,Mumbai,2024.10.26,18:45,Severe,7.3
406,Mumbai,03/25/2023,15:00,Moderate,29.4
407,Mumbai,2024.08.15,20:15,High,24.1
408,Mumbai,17/02/2023,19:30,High,15.9
409,Mumbai,2023.09.06,07:15,Low,37.6
410,Mumbai,15-07-2023,11:00,High,14.1
411,Mumbai,19/07/2023,15:15,Moderate,27.7
412,Mumbai,31-10-2023,16:30,Moderate,28.6
413,Mumbai,03/26/2023,18:00,,21.0
414,Mumbai,28-03-2023,00:00,Moderate,22.8
415,Mumbai,07/19/2023,17:45,Severe,7.6
416,Mumbai,02-01-2023,12:15,Severe,8.3
417,Mumbai,06/03/2024,11:30,Moderate,29.1
418,Mumbai,06/23/2023,10:00,Low,38.3
419,Mumbai,2023-05-04,17:00,Low,42.3
420,Mumbai,10/13/2024,18:45,High,8.4
421,Mumbai,2024.08.29,06:00,High,25.2
422,Mumbai,2024-08-04,17:45,Moderate,32.6
423,Mumbai,01/06/2024,08:45,High,14.4
424,Mumbai,2023-10-02,07:45,High,20.1
425,Mumbai,07/03/2023,06:15,Low,34.4
426,Mumbai,15/03/2024,18:30,Moderate,27.5
427,Mumbai,05/04/2024,14:00,Low,36.5
428,Mumbai,26-04-2023,09:30,Severe,5.4
429,Mumbai,02/09/2024,09:00,High,21.4
430,Mumbai,2024-05-31,16:45,Moderate,23.5
431,Mumbai,2024.07.23,07:15,Moderate,36.0
432,Mumbai,05/17/2024,18:45,High,3.3
433,Mumbai,26-07-2023,13:15,Severe,13.8
434,Mumbai,25/07/2023,21:30,Moderate,30.3
435,Mumbai,13/03/2024,16:30,High,20.0
436,Mumbai,12/06/2023,22:15,Low,39.2
437,Mumbai,2024-08-19,10:45,Low,33.0
438,Mumbai,09/15/2024,20:15,High,9.6
439,Mumbai,02-06-2024,19:00,Severe,11.6
440,Mumbai,2024.12.17,10:15,High,11.1
441,Mumbai,2024-04-28,19:00,Moderate,22.6
442,Mumbai,2023.11.24,10:45,Low,37.2
443,Mumbai,11/17/2024,23:30,Moderate,34.2
444,Mumbai,2023.05.02,17:45,Severe,7.1
445,Mumbai,2024.11.12,15:00,Low,28.2
446,Mumbai,2024.11.28,20:30,High,12.8
447,Mumbai,22-05-2024,12:45,,13.6
448,Mumbai,05/07/2023,12:00,Low,47.4
449,Mumbai,12/05/2023,15:15,Moderate,88.7
450,Mumbai,09/30/2023,11:15,Moderate,22.5
451,Mumbai,2024.12.17,07:30,Moderate,20.1
452,Mumbai,2024-02-13,19:15,High,21.5
453,Mumbai,03/29/2024,03:15,Low,25.3
454,Mumbai,12/11/2024,17:45,Low,36.0
455,Mumbai,06/04/2023,15:45,Moderate,24.6
456,Mumbai,2023.07.22,08:00,Moderate,25.3
457,Mumbai,09/24/2023,13:45,Moderate,22.5
458,Mumbai,06/23/2023,16:45,Low,45.7
459,Mumbai,2023.09.02,10:00,Low,31.1
460,Mumbai,02/26/2024,15:30,Low,28.6
461,Mumbai,2024.10.16,02:45,Low,41.2
462,Mumbai,2023-08-19,23:15,Severe,9.0
463,Mumbai,22/04/2023,10:45,Moderate,29.1
464,Mumbai,08-11-2023,08:45,High,23.5
465,Mumbai,06-06-2023,11:00,Moderate,27.6
466,Mumbai,2023.12.01,16:45,Moderate,36.6
467,Mumbai,2023.10.30,16:15,High,18.4
468,Mumbai,2023.01.05,07:15,Low,32.5
469,Mumbai,07-01-2024,12:30,Severe,7.9
470,Mumbai,09/04/2024,18:45,,15.4
471,Mumbai,16/04/2024,17:30,Moderate,24.6
472,Mumbai,24/02/2023,08:45,Severe,6.5
473,Mumbai,04-11-2024,08:15,High,12.9
474,Mumbai,2023-10-23,06:15,High,11.2
475,Mumbai,02/19/2023,08:15,Moderate,36.0
476,Mumbai,2023-04-04,08:00,High,22.7
477,Mumbai,2023.05.24,23:45,Low,33.2
478,Mumbai,18-12-2023,05:00,Low,45.7
479,Mumbai,18/10/2024,01:30,Low,38.1
480,Mumbai,2023-01-23,06:45,High,3.1
481,Mumbai,2023-10-08,09:15,High,21.6
482,Mumbai,2023.10.20,11:45,High,19.5
483,Mumbai,2024-09-22,06:15,Moderate,23.6
484,Mumbai,2024.08.12,18:15,Severe,7.6
485,Mumbai,17/07/2024,08:15,Severe,8.9
486,Mumbai,05/20/2023,21:15,Moderate,37.8
487,Mumbai,05/05/2024,19:45,Low,40.7
488,Mumbai,2024-03-25,16:45,Moderate,25.6
489,Mumbai,11-07-2024,20:15,High,20.4
490,Mumbai,2023.01.06,08:45,Severe,8.9
491,Mumbai,03/03/2023,16:00,Moderate,27.2
492,Mumbai,03/07/2023,11:30,Low,42.0
493,Mumbai,12-08-2024,11:15,Moderate,28.3
494,Mumbai,2024-07-07,19:45,Moderate,25.4
495,Mumbai,2023-01-14,13:45,Low,39.3
496,Mumbai,07-11-2024,14:30,Moderate,28.1
497,Mumbai,2023-03-26,18:15,Severe,3.0
498,Mumbai,07-11-2023,23:45,Low,33.7
499,Mumbai,2023.12.07,17:30,High,16.4
500,Mumbai,28-01-2024,20:15,Severe,3.0
501,Mumbai,2023-06-05,18:30,Severe,5.6
502,Mumbai,03-10-2024,08:00,Severe,5.4
503,Mumbai,2024-02-17,09:00,Moderate,23.5
504,Mumbai,2024-08-30,16:15,Low,45.5
505,Mumbai,2023.02.06,18:30,Severe,9.6
506,Mumbai,09-04-2023,12:15,High,18.7
507,Mumbai,2024-02-25,09:00,High,20.4
508,Mumbai,21/03/2023,21:15,Moderate,30.7
509,Mumbai,2024-11-08,07:00,High,23.3
510,Mumbai,09/22/2024,14:45,Moderate,22.0
511,Mumbai,2023.02.11,18:45,Moderate,26.6
512,Mumbai,10/22/2024,03:00,Low,34.0
513,Mumbai,2023-02-23,11:00,Moderate,33.8
514,Mumbai,03/29/2023,22:30,Moderate,23.2
515,Mumbai,19-03-2024,07:15,Moderate,25.9
516,Mumbai,01/28/2023,06:15,Moderate,25.9
517,Mumbai,09-12-2023,00:00,Low,33.7
518,Mumbai,2024.12.27,18:30,Severe,20.4
519,Mumbai,14-03-2024,02:15,High,25.4
520,Mumbai,21-01-2024,04:30,Low,31.2
521,Mumbai,2024-08-09,18:00,High,15.9
522,Mumbai,2023.12.25,17:15,High,21.6
523,Mumbai,10/03/2023,17:15,Low,43.2
524,Mumbai,2023-08-14,17:15,Severe,12.2
525,Mumbai,2023-09-03,07:00,Moderate,30.9
526,Mumbai,13/09/2024,17:45,Moderate,34.2
