FoodItemID,RestaurantID,FoodName,Category,Price,PreparationTime,Calories,Availability
38,6, Cold Coffee  ,Beverages,40,27,370.0,Yes
39,6,Momos,Starters,301,18,441.0,Yes
40,6,Veg Manchurian,Starters,231,16,364.0,No
41,6,Butter Chicken,Main Course,201,27,475.0,Yes
42,6,Chicken Burger,Fast Food,181,14,382.0,Yes
43,6,Dal Makhani,Main Course,102,10,364.0,Yes
44,7,Fresh Lime Soda,Beverages,180,23,230.0,Yes
45,7,Rasmalai,Desserts,180,21,252.0,Yes
46,7,Fried Rice,Main Course,138,24,391.0,Yes
47,7,Butter Chicken,Main Course,40,24,413.0,Yes
48,7,Veg Sandwich,Fast Food,40,10,381.0,Yes
49,7,Cheese Pizza,Fast Food,208,26,264.0,Yes
50,7,Fish Fingers,Starters,139,25,556.0,Yes
51,7,Veg Burger,Fast Food,150,13,474.0,Yes
52,7,Butter Naan,Breads,40,17,395.0,Yes
53,8,Ice Cream,Desserts,137,21,563.0,Yes
54,8,Paneer Butter Masala,Main Course,92,12,499.0,Yes
55,8,Brownie,Desserts,49,13,725.0,Yes
56,8,Paneer Butter Masala,Main Course,197,15,141.0,Yes
57,8,Fried Rice,Main Course,40,26,225.0,Yes
58,8,Biryani,Main Course,184,28,325.0,Yes
59,8,Masala Chai,Beverages,138,23,603.0,Yes
60,8,Mojito,Beverages,256,29,53.0,No
61,9,French Fries,Fast Food,217,28,467.0,Yes
62,9,Veg Burger,Fast Food,167,8,289.0,Yes
63,9,Spring Rolls,Starters,314,17,305.0,No
64,9,Fresh Lime Soda,Beverages,40,21,279.0,No
65,9,Rasmalai,Desserts,177,31,519.0,Yes
66,9,Momos,Starters,297,19,506.0,No
67,9,French Fries,Fast Food,299,11,394.0,Yes
68,10,Brownie,Desserts,117,13,377.0,Yes
69,10,Garlic Naan,Breads,94,15,502.0,Yes
70,10,Cold Coffee,Beverages,171,11,517.0,Yes
71,10,Kulcha,Breads,97,9,580.0,Yes
72,10,Paneer Butter Masala,Main Course,256,15,684.0,Yes
73,10,Ice Cream,Desserts,129,23,162.0,Yes
74,10,Kulcha,Breads,88,26,613.0,No
75,10,Gulab Jamun,Desserts,166,36,596.0,Yes
76,11,Paneer Butter Masala,Main Course,117,14,192.0,Yes
77,11,Fresh Lime Soda,Beverages,140,19,406.0,Yes
78,11,Chicken Burger,Fast Food,182,25,,Yes
79,11,Mojito,Beverages,241,21,443.0,Yes
80,11,Ice Cream,Desserts,262,24,231.0,Yes
81,11,Kulcha,Breads,343,18,257.0,Yes
82,11,Tandoori Roti,Breads,174,20,488.0,Yes
83,12,Fish Fingers,Starters,266,24,675.0,Yes
84,12,Cold Coffee,Beverages,189,16,179.0,Yes
85,12,Momos,Starters,267,22,315.0,Yes
86,12,Paneer Tikka,Starters,201,17,426.0,Yes
87,12,Garlic Naan,Breads,155,18,172.0,Yes
88,12,Gulab Jamun,Desserts,143,20,294.0,Yes
89,12,Paneer Tikka,Starters,215,34,226.0,Yes
90,12,Cold Coffee,Beverages,40,27,713.0,Yes
91,12,Veg Burger,Fast Food,213,18,303.0,Yes
92,13,RASMALAI,Desserts,228,17,527.0,Yes
93,13,Brownie,Desserts,40,20,274.0,Yes
94,13,Kheer,Desserts,265,8,494.0,Yes
95,13,Cheese Pizza,Fast Food,127,14,527.0,Yes
96,13,Kulcha,Breads,108,5,410.0,Yes
97,13,Dal Makhani,Main Course,120,7,452.0,No
98,13,Veg Burger,Fast Food,206,18,476.0,Yes
99,13,Gulab Jamun,Desserts,40,11,441.0,Yes
100,13,Cold Coffee,Beverages,273,19,575.0,Yes
101,14,Dal Makhani,Main Course,119,13,344.0,Yes
102,14,Fried Rice,Main Course,172,3,396.0,Yes
103,14,Chicken 65,Starters,176,13,284.0,Yes
104,14,Kheer,Desserts,204,22,421.0,Yes
105,14,Chole Bhature,Main Course,192,17,402.0,Yes
106,14,Kulcha,Breads,241,30,623.0,Yes
107,14,Brownie,Desserts,82,3,479.0,Yes
108,15,Kheer,Desserts,181,17,457.0,Yes
109,15,Butter Naan,Breads,158,5,228.0,Yes
110,15,Cheese Pizza,Fast Food,82,23,682.0,Yes
111,15,Cheese Pizza,Fast Food,137,38,115.0,Yes
112,15,Gulab Jamun,Desserts,134,19,50.0,Yes
113,15,Cold Coffee,Beverages,316,12,405.0,Yes
114,15,Cheese Pizza,Fast Food,220,5,764.0,Yes
115,15,Chole Bhature,Main Course,192,15,233.0,Yes
116,15,Tandoori Roti,Breads,198,5,420.0,Yes
117,16,French Fries,Fast Food,305,27,316.0,No
118,16,Veg Burger,Fast Food,154,22,577.0,No
119,16,Veg Sandwich,Fast Food,317,31,260.0,Yes
120,16,Masala Chai,Beverages,247,6,330.0,Yes
121,16,Fresh Lime Soda,Beverages,74,8,436.0,Yes
122,16,Kheer,Desserts,117,20,218.0,Yes
123,16,Masala Chai,Beverages,223,14,356.0,Yes
124,17,VEG SANDWICH,Fast Food,62,26,421.0,Yes
125,17,French Fries,Fast Food,228,7,501.0,Yes
126,17,Butter Chicken,Main Course,183,14,606.0,Yes
127,17,Cold Coffee,Beverages,216,21,105.0,Yes
128,17,Garlic Naan,Breads,277,21,585.0,No
129,17,Cold Coffee,Beverages,126,12,642.0,Yes
130,17,Spring Rolls,Starters,266,6,402.0,Yes
131,17,Spring Rolls,Starters,272,19,317.0,Yes
132,17,Rasmalai,Desserts,119,18,553.0,Yes
133,18,Veg Sandwich,Fast Food,90,3,339.0,Yes
134,18,Fresh Lime Soda,Beverages,220,23,247.0,No
135,18,Tandoori Roti,Breads,204,12,510.0,Yes
136,18,Kheer,Desserts,168,24,410.0,Yes
137,18,Kheer,Desserts,225,14,293.0,Yes
138,18,Biryani,Main Course,154,22,778.0,Yes
139,19,Brownie,Desserts,293,30,384.0,Yes
140,19,Chicken Burger,Fast Food,131,3,310.0,Yes
141,19,Masala Chai,Beverages,55,24,370.0,Yes
142,19,Butter Naan,Breads,61,22,447.0,Yes
143,19, Momos  ,Starters,77,30,287.0,Yes
144,19,Paneer Butter Masala,Main Course,233,17,647.0,Yes
145,19, Paneer Tikka  ,Starters,262,9,672.0,Yes
146,20,Mojito,Beverages,65,9,643.0,Yes
147,20,Mojito,Beverages,177,20,463.0,No
148,20,Veg Manchurian,Starters,83,33,729.0,Yes
149,20,Garlic Naan,Breads,40,14,501.0,Yes
150,20,Butter Naan,Breads,169,13,484.0,Yes
151,20,Butter Chicken,Main Course,239,31,139.0,Yes
152,21,Garlic Naan,Breads,89,11,759.0,Yes
153,21,Rasmalai,Desserts,315,20,387.0,Yes
154,21,Momos,Starters,219,27,361.0,Yes
155,21,Fried Rice,Main Course,204,15,190.0,No
156,21,Butter Naan,Breads,40,12,344.0,Yes
157,21,Lassi,Beverages,219,20,191.0,Yes
158,21,Garlic Naan,Breads,180,13,362.0,Yes
159,21,Lassi,Beverages,187,28,330.0,Yes
160,22,Veg Sandwich,Fast Food,331,7,268.0,No
161,22,Ice Cream,Desserts,171,8,202.0,Yes
162,22,Veg Burger,Fast Food,186,7,256.0,Yes
163,22,Biryani,Main Course,172,31,371.0,Yes
164,22,Brownie,Desserts,191,8,242.0,Yes
165,22,Dal Makhani,Main Course,40,10,514.0,Yes
166,22,Garlic Naan,Breads,128,19,433.0,Yes
167,23,Chicken Burger,Fast Food,246,31,491.0,Yes
168,23,Paneer Tikka,Starters,158,24,445.0,Yes
169,23,Brownie,Desserts,40,8,366.0,No
170,23,Cold Coffee,Beverages,127,17,50.0,Yes
171,23,Lassi,Beverages,255,17,582.0,Yes
172,23,Paneer Butter Masala,Main Course,182,19,244.0,Yes
173,23,Kulcha,Breads,71,19,400.0,Yes
174,24,Veg Burger,Fast Food,40,25,407.0,Yes
175,24,Ice Cream,Desserts,134,11,513.0,Yes
176,24,Brownie,Desserts,117,19,374.0,Yes
177,24,Fresh Lime Soda,Beverages,132,7,595.0,Yes
178,24,Butter Naan,Breads,89,11,600.0,No
179,24,Chole Bhature,Main Course,170,20,627.0,Yes
180,24,Butter Naan,Breads,314,13,572.0,Yes
181,24,Gulab Jamun,Desserts,40,3,406.0,Yes
182,24,Garlic Naan,Breads,172,23,481.0,Yes
183,25,Chole Bhature,Main Course,242,30,694.0,Yes
184,25,Cheese Pizza,Fast Food,258,17,369.0,Yes
185,25,Butter Naan,Breads,178,13,538.0,No
186,25,Dal Makhani,Main Course,273,12,375.0,Yes
187,25,Dal Makhani,Main Course,40,17,405.0,No
188,25,Cold Coffee,Beverages,80,13,227.0,Yes
189,25,French Fries,Fast Food,40,29,164.0,Yes
190,25,Chicken Burger,Fast Food,190,25,613.0,Yes
191,25,Gulab Jamun,Desserts,84,28,424.0,Yes
192,26,French Fries,Fast Food,231,32,491.0,Yes
193,26,Gulab Jamun,Desserts,96,3,495.0,Yes
194,26,Paneer Tikka,Starters,216,11,427.0,Yes
195,26,Kulcha,Breads,58,20,198.0,Yes
196,26,Cold Coffee,Beverages,288,34,443.0,Yes
197,26,Ice Cream,Desserts,214,22,441.0,Yes
198,26,Mojito,Beverages,81,29,467.0,Yes
199,26,Tandoori Roti,Breads,230,26,544.0,Yes
200,26,Mojito,Beverages,291,21,271.0,Yes
201,27,Kulcha,Breads,217,17,268.0,Yes
202,27,Butter Naan,Breads,310,16,434.0,Yes
203,27,Chicken 65,Starters,114,17,539.0,Yes
204,27,Brownie,Desserts,364,6,403.0,Yes
205,27,Brownie,Desserts,40,14,417.0,Yes
206,27,Ice Cream,Desserts,194,31,365.0,Yes
207,27,Paneer Butter Masala,Main Course,320,19,323.0,Yes
208,27,Biryani,Main Course,197,19,429.0,Yes
209,28,Gulab Jamun,Desserts,117,12,570.0,Yes
210,28,Chicken Burger,Fast Food,-274,11,379.0,Yes
211,28,Cheese Pizza,Fast Food,214,24,428.0,No
212,28,Fresh Lime Soda,Beverages,283,17,632.0,Yes
213,28,Masala Chai,Beverages,409,18,456.0,Yes
214,28,Lassi,Beverages,95,16,426.0,Yes
215,28,Veg Sandwich,Fast Food,242,16,511.0,Yes
216,28,Chole Bhature,Main Course,146,26,462.0,Yes
217,29,Lassi,Beverages,213,14,387.0,Yes
218,29,Fish Fingers,Starters,146,24,196.0,Yes
219,29,Kulcha,Breads,116,27,428.0,Yes
220,29,Cold Coffee,Beverages,290,24,539.0,Yes
221,29,Kheer,Desserts,217,12,411.0,No
222,29,Lassi,Beverages,67,16,318.0,Yes
223,30,Rasmalai,Desserts,40,21,449.0,Yes
224,30,French Fries,Fast Food,293,8,562.0,Yes
225,30,Kheer,Desserts,40,16,696.0,Yes
226,30,Chicken Burger,Fast Food,177,12,387.0,Yes
227,30,French Fries,Fast Food,256,15,458.0,Yes
228,30,Chole Bhature,Main Course,214,22,555.0,Yes
229,31,Kulcha,Breads,358,18,448.0,No
230,31,Kulcha,Breads,73,25,604.0,Yes
231,31,Lassi,Beverages,241,6,339.0,Yes
232,31,Garlic Naan,Breads,184,11,721.0,Yes
233,31,Masala Chai,Beverages,216,25,542.0,Yes
234,31,Garlic Naan,Breads,190,8,518.0,Yes
235,31,Mojito,Beverages,361,14,315.0,Yes
236,31,Garlic Naan,Breads,255,25,571.0,Yes
237,31,Kulcha,Breads,167,16,50.0,Yes
238,32,Paneer Tikka,Starters,184,13,68.0,No
239,32,Cheese Pizza,Fast Food,350,19,132.0,No
240,32,Gulab Jamun,Desserts,213,32,580.0,Yes
241,32,Veg Sandwich,Fast Food,266,8,318.0,Yes
242,32,Mojito,Beverages,101,18,516.0,Yes
243,32,French Fries,Fast Food,219,10,372.0,Yes
244,33,Spring Rolls,Starters,273,22,459.0,Yes
245,33,Veg Manchurian,Starters,100,19,229.0,Yes
246,33,Tandoori Roti,Breads,105,6,659.0,Yes
247,33, Gulab Jamun  ,Desserts,339,9,283.0,Yes
248,33, Fresh Lime Soda  ,Beverages,151,27,491.0,Yes
249,33,Kulcha,Breads,304,31,472.0,Yes
250,33,Cold Coffee,Beverages,206,28,562.0,Yes
251,34,Fish Fingers,Starters,276,21,556.0,Yes
252,34,Rasmalai,Desserts,152,13,349.0,Yes
253,34,Tandoori Roti,Breads,384,9,541.0,Yes
254,34,Kulcha,Breads,358,21,352.0,Yes
255,34,Ice Cream,Desserts,230,14,263.0,Yes
256,34,Fish Fingers,Starters,301,28,352.0,Yes
257,34,Butter Naan,Breads,136,19,385.0,Yes
258,34,Gulab Jamun,Desserts,106,5,181.0,Yes
259,34,Chole Bhature,Main Course,71,9,431.0,Yes
260,35,Spring Rolls,Starters,107,11,,Yes
261,35,Masala Chai,Beverages,68,7,388.0,Yes
262,35,Fish Fingers,Starters,273,30,407.0,Yes
263,35,Veg Sandwich,Fast Food,275,11,485.0,Yes
264,35,Cheese Pizza,Fast Food,101,21,277.0,Yes
265,35,Kheer,Desserts,113,17,642.0,Yes
266,36,Kheer,Desserts,256,12,241.0,Yes
267,36,Kheer,Desserts,106,23,432.0,No
268,36,Garlic Naan,Breads,238,13,450.0,Yes
269,36,Butter Chicken,Main Course,204,28,636.0,Yes
270,36,Chicken 65,Starters,261,28,397.0,No
271,36,Rasmalai,Desserts,117,17,380.0,Yes
272,37,Lassi,Beverages,162,17,374.0,Yes
273,37,Masala Chai,Beverages,138,16,520.0,Yes
274,37,Chicken 65,Starters,102,28,562.0,Yes
275,37,Gulab Jamun,Desserts,187,3,73.0,Yes
276,37,Kulcha,Breads,190,23,665.0,Yes
277,37,Fresh Lime Soda,Beverages,143,13,217.0,Yes
278,38,Butter Chicken,Main Course,233,18,328.0,No
279,38,Cheese Pizza,Fast Food,182,17,545.0,Yes
280,38,Kulcha,Breads,141,17,527.0,Yes
281,38,French Fries,Fast Food,156,12,207.0,No
282,38,Tandoori Roti,Breads,86,12,544.0,Yes
283,38,Biryani,Main Course,113,16,245.0,Yes
284,38,Lassi,Beverages,184,20,453.0,Yes
285,39,Kulcha,Breads,338,17,443.0,No
286,39,Spring Rolls,Starters,129,35,527.0,Yes
287,39,Lassi,Beverages,259,26,512.0,Yes
288,39,Mojito,Beverages,282,16,739.0,Yes
289,39,Rasmalai,Desserts,40,15,659.0,Yes
290,39,Veg Sandwich,Fast Food,164,23,329.0,No
291,40,Rasmalai,Desserts,220,15,575.0,Yes
292,40,Kulcha,Breads,206,3,278.0,No
293,40,Butter Naan,Breads,92,29,213.0,Yes
294,40,Gulab Jamun,Desserts,155,34,587.0,No
295,40,Kulcha,Breads,103,10,252.0,Yes
296,40,Chicken 65,Starters,198,14,434.0,Yes
297,40,Garlic Naan,Breads,207,18,422.0,Yes
298,40,Chicken Burger,Fast Food,187,11,183.0,Yes
299,41,Biryani,Main Course,184,11,546.0,Yes
300,41,Tandoori Roti,Breads,67,15,423.0,No
301,41,Garlic Naan,Breads,293,14,427.0,Yes
302,41,Chole Bhature,Main Course,235,24,455.0,Yes
303,41,Garlic Naan,Breads,342,14,659.0,Yes
304,41,Veg Manchurian,Starters,242,19,448.0,Yes
305,41,Veg Sandwich,Fast Food,264,12,421.0,Yes
306,41,Garlic Naan,Breads,158,30,302.0,Yes
307,42,Brownie,Desserts,359,14,191.0,Yes
308,42,Brownie,Desserts,101,11,648.0,Yes
309,42,Tandoori Roti,Breads,58,20,620.0,Yes
310,42,Momos,Starters,429,17,416.0,Yes
311,42,Chicken 65,Starters,75,14,727.0,Yes
312,42,Gulab Jamun,Desserts,258,27,497.0,Yes
313,42,Lassi,Beverages,276,33,331.0,Yes
314,42,Gulab Jamun,Desserts,246,12,94.0,Yes
315,43,Ice Cream,Desserts,203,18,388.0,Yes
316,43,Cold Coffee,Beverages,122,19,463.0,No
317,43,Fried Rice,Main Course,356,22,488.0,Yes
318,43,Tandoori Roti,Breads,112,10,252.0,Yes
319,43,Chicken Burger,Fast Food,153,18,432.0,Yes
320,43,Dal Makhani,Main Course,106,3,337.0,No
321,43,Veg Burger,Fast Food,264,14,388.0,Yes
322,43,Fresh Lime Soda,Beverages,40,18,461.0,No
323,43,Kheer,Desserts,128,25,579.0,Yes
324,44,Cheese Pizza,Fast Food,370,10,442.0,No
325,44,VEG MANCHURIAN,Starters,73,22,472.0,Yes
326,44,Kulcha,Breads,40,20,370.0,Yes
327,44, Kulcha  ,Breads,73,15,709.0,Yes
328,44,Chole Bhature,Main Course,231,11,350.0,Yes
329,44,Cold Coffee,Beverages,40,9,652.0,No
330,44,Rasmalai,Desserts,262,21,458.0,Yes
331,44,Kulcha,Breads,307,20,357.0,Yes
332,45,Masala Chai,Beverages,171,15,358.0,Yes
333,45,Butter Naan,Breads,332,9,324.0,Yes
334,45,Tandoori Roti,Breads,40,26,451.0,Yes
335,45,French Fries,Fast Food,336,12,280.0,Yes
336,45,Veg Burger,Fast Food,75,21,347.0,Yes
337,45,Mojito,Beverages,207,14,615.0,Yes
338,45,Kheer,Desserts,293,18,557.0,Yes
339,46,Masala Chai,Beverages,168,17,75.0,Yes
340,46,Paneer Butter Masala,Main Course,225,18,532.0,Yes
341,46,Garlic Naan,Breads,244,12,371.0,Yes
342,46,Paneer Tikka,Starters,136,26,636.0,No
343,46,Kulcha,Breads,251,33,478.0,Yes
344,46,Kheer,Desserts,92,6,262.0,No
345,46,Cold Coffee,Beverages,139,12,408.0,Yes
346,46,Rasmalai,Desserts,163,18,766.0,Yes
347,47,Veg Burger,Fast Food,258,20,559.0,Yes
348,47,KULCHA,Breads,107,11,537.0,Yes
349,47,Veg Manchurian,Starters,179,18,228.0,Yes
350,47,Kulcha,Breads,137,14,327.0,Yes
351,47,Lassi,Beverages,373,34,570.0,Yes
352,47,Tandoori Roti,Breads,188,13,244.0,Yes
353,47,Cold Coffee,Beverages,210,28,516.0,Yes
354,47,Fresh Lime Soda,Beverages,189,23,397.0,Yes
355,47,Rasmalai,Desserts,155,9,350.0,No
356,48,Masala Chai,Beverages,207,14,228.0,Yes
357,48,Fresh Lime Soda,Beverages,190,20,344.0,Yes
358,48,Butter Chicken,Main Course,178,3,511.0,Yes
359,48,Garlic Naan,Breads,205,29,368.0,No
360,48,Kulcha,Breads,246,27,403.0,No
361,48,Cold Coffee,Beverages,210,19,160.0,Yes
362,48,Tandoori Roti,Breads,214,10,271.0,Yes
363,49,Butter Naan,Breads,227,28,517.0,Yes
364,49,Cold Coffee,Beverages,232,20,530.0,No
365,49,Chicken 65,Starters,331,13,318.0,Yes
366,49,Veg Burger,Fast Food,245,4,385.0,Yes
367,49,Kheer,Desserts,203,13,112.0,Yes
368,49,Garlic Naan,Breads,304,13,316.0,Yes
369,49,Garlic Naan,Breads,299,3,626.0,Yes
370,49,Masala Chai,Beverages,380,10,326.0,Yes
371,50,French Fries,Fast Food,223,20,547.0,Yes
372,50,Rasmalai,Desserts,224,24,915.0,Yes
373,50,Chicken 65,Starters,40,28,621.0,Yes
374,50,Kheer,Desserts,81,11,475.0,Yes
375,50,Paneer Tikka,Starters,67,13,435.0,Yes
376,50,Fish Fingers,Starters,118,16,269.0,No
377,50,Paneer Butter Masala,Main Course,95,21,384.0,No
378,51,Veg Sandwich,Fast Food,191,23,427.0,Yes
379,51,Garlic Naan,Breads,149,10,467.0,Yes
380,51,Rasmalai,Desserts,359,25,174.0,Yes
381,51,Chole Bhature,Main Course,40,12,169.0,Yes
382,51,Tandoori Roti,Breads,64,3,434.0,Yes
383,51,Brownie,Desserts,75,8,300.0,No
384,51,French Fries,Fast Food,122,15,189.0,No
385,51,Spring Rolls,Starters,268,20,462.0,No
386,52,Kulcha,Breads,140,26,473.0,Yes
387,52,French Fries,Fast Food,197,25,149.0,Yes
388,52,Fish Fingers,Starters,197,12,291.0,Yes
389,52,Veg Sandwich,Fast Food,251,28,590.0,Yes
390,52,GULAB JAMUN,Desserts,180,15,586.0,Yes
391,52,Cold Coffee,Beverages,91,31,342.0,No
392,52,Fried Rice,Main Course,175,13,405.0,Yes
393,52,Veg Sandwich,Fast Food,98,15,423.0,Yes
394,53,Paneer Butter Masala,Main Course,170,3,771.0,Yes
395,53,Fresh Lime Soda,Beverages,322,8,306.0,Yes
396,53,Garlic Naan,Breads,164,23,470.0,Yes
397,53,Fresh Lime Soda,Beverages,81,36,340.0,Yes
398,53,Veg Manchurian,Starters,342,13,558.0,Yes
399,53,Chicken Burger,Fast Food,213,11,488.0,Yes
400,54,Fresh Lime Soda,Beverages,196,25,283.0,Yes
401,54,Cheese Pizza,Fast Food,172,24,125.0,Yes
402,54,Fresh Lime Soda,Beverages,76,18,427.0,Yes
403,54,Cheese Pizza,Fast Food,171,24,384.0,Yes
404,54,Lassi,Beverages,272,20,232.0,Yes
405,54,Momos,Starters,194,17,299.0,Yes
406,54,Veg Sandwich,Fast Food,43,8,272.0,Yes
407,55,Paneer Tikka,Starters,275,15,583.0,Yes
408,55,Garlic Naan,Breads,87,12,315.0,Yes
409,55,Butter Naan,Breads,153,19,494.0,Yes
410,55,Chole Bhature,Main Course,293,3,703.0,Yes
411,55,Paneer Butter Masala,Main Course,84,18,544.0,Yes
412,55, Veg Manchurian  ,Starters,237,26,552.0,Yes
413,55,Brownie,Desserts,217,24,214.0,Yes
414,56,Chicken Burger,Fast Food,116,10,50.0,Yes
415,56,Garlic Naan,Breads,95,9,260.0,Yes
416,56,Kulcha,Breads,240,11,526.0,Yes
417,56,Butter Naan,Breads,40,12,341.0,Yes
418,56,French Fries,Fast Food,286,18,443.0,Yes
419,56,Lassi,Beverages,81,24,391.0,Yes
420,56,Kheer,Desserts,40,23,443.0,Yes
421,56,Butter Naan,Breads,149,15,239.0,Yes
422,57,Chole Bhature,Main Course,284,23,241.0,Yes
423,57,Lassi,Beverages,184,12,208.0,Yes
424,57,Veg Burger,Fast Food,319,15,273.0,Yes
425,57,Ice Cream,Desserts,72,16,81.0,Yes
426,57, Chole Bhature  ,Main Course,166,27,539.0,Yes
427,57,Tandoori Roti,Breads,223,37,438.0,Yes
428,58,Rasmalai,Desserts,97,24,420.0,Yes
429,58,Chole Bhature,Main Course,183,20,340.0,Yes
430,58,Rasmalai,Desserts,348,4,522.0,Yes
431,58,Veg Sandwich,Fast Food,191,21,342.0,Yes
432,58,Cheese Pizza,Fast Food,316,25,284.0,Yes
433,58,Paneer Tikka,Starters,280,20,312.0,Yes
434,59,Veg Sandwich,Fast Food,40,24,291.0,Yes
435,59,Spring Rolls,Starters,227,29,278.0,Yes
436,59,Masala Chai,Beverages,301,8,622.0,Yes
437,59,Chicken Burger,Fast Food,343,25,465.0,Yes
438,59,Chicken Burger,Fast Food,260,15,200.0,Yes
439,59,Masala Chai,Beverages,113,36,225.0,Yes
440,59,Cold Coffee,Beverages,266,17,346.0,Yes
441,60,Kulcha,Breads,332,18,539.0,Yes
442,60,Butter Chicken,Main Course,395,16,471.0,Yes
443,60,Paneer Butter Masala,Main Course,243,15,473.0,No
444,60,Cheese Pizza,Fast Food,281,24,417.0,Yes
445,60,French Fries,Fast Food,40,6,675.0,Yes
446,60,Lassi,Beverages,94,27,216.0,Yes
447,60,Cheese Pizza,Fast Food,93,23,633.0,Yes
448,60,Paneer Tikka,Starters,238,20,195.0,Yes
449,61,Chicken 65,Starters,40,14,423.0,Yes
450,61,Veg Manchurian,Starters,175,35,168.0,Yes
451,61,Veg Burger,Fast Food,152,31,497.0,Yes
452,61,Spring Rolls,Starters,81,3,341.0,Yes
453,61,PANEER TIKKA,Starters,88,14,743.0,Yes
454,61,Garlic Naan,Breads,88,12,537.0,Yes
455,61,Fried Rice,Main Course,206,29,522.0,Yes
456,61,Butter Naan,Breads,117,22,417.0,Yes
457,62,Ice Cream,Desserts,40,35,240.0,Yes
458,62,Cold Coffee,Beverages,170,14,417.0,Yes
459,62,Fish Fingers,Starters,197,22,328.0,Yes
460,62,Butter Naan,Breads,277,12,320.0,Yes
461,62,Paneer Tikka,Starters,40,19,627.0,Yes
462,62,Cold Coffee,Beverages,157,32,236.0,Yes
463,62,Momos,Starters,57,29,374.0,Yes
464,63,Kheer,Desserts,92,20,449.0,Yes
465,63,Cold Coffee,Beverages,265,15,196.0,Yes
466,63,Lassi,Beverages,155,17,568.0,No
467,63,Kheer,Desserts,44,14,444.0,Yes
468,63,Veg Burger,Fast Food,319,12,277.0,Yes
469,63,Butter Naan,Breads,239,3,315.0,Yes
470,63,Mojito,Beverages,233,20,430.0,Yes
471,64,French Fries,Fast Food,40,7,601.0,Yes
472,64,Kulcha,Breads,171,16,281.0,Yes
473,64,Cheese Pizza,Fast Food,181,14,528.0,Yes
474,64,Brownie,Desserts,85,24,646.0,Yes
475,64,Chole Bhature,Main Course,235,8,523.0,Yes
476,64,Mojito,Beverages,135,13,420.0,Yes
477,64,French Fries,Fast Food,157,14,502.0,Yes
478,65,Tandoori Roti,Breads,190,3,553.0,Yes
479,65,Butter Naan,Breads,287,22,499.0,Yes
480,65,Chole Bhature,Main Course,159,8,426.0,No
481,65,Kheer,Desserts,319,20,649.0,Yes
482,65,Cold Coffee,Beverages,333,17,330.0,Yes
483,65,Mojito,Beverages,141,16,253.0,No
484,65,Cheese Pizza,Fast Food,230,25,122.0,Yes
485,66,Butter Chicken,Main Course,340,13,355.0,Yes
486,66,Butter Chicken,Main Course,207,11,311.0,Yes
487,66,French Fries,Fast Food,105,17,312.0,Yes
488,66,Gulab Jamun,Desserts,-213,7,466.0,Yes
489,66,Kulcha,Breads,78,26,521.0,Yes
490,66,Veg Burger,Fast Food,40,24,50.0,Yes
491,67,Veg Sandwich,Fast Food,74,26,318.0,Yes
492,67,Butter Chicken,Main Course,320,23,335.0,Yes
493,67,Veg Burger,Fast Food,128,30,328.0,Yes
494,67,Spring Rolls,Starters,40,10,418.0,Yes
495,67,Spring Rolls,Starters,109,37,302.0,Yes
496,67,Butter Naan,Breads,123,10,532.0,Yes
497,67,Fried Rice,Main Course,154,24,573.0,Yes
