OrderItemID,OrderID,FoodItemID,Quantity,UnitPrice,TotalPrice
276,100133,5453,2,108,216.0
277,100133,5452,1,40,40.0
278,100134,6679,3,59,177.0
279,100135,3836,1,328,328.0
280,100135,3836,2,328,656.0
281,100135,3840,1,143,143.0
282,100136,3907,1,128,128.0
283,100137,8790,1,323,323.0
284,100137,8791,3,229,687.0
285,100138,8885,2,369,738.0
286,100138,8882,3,138,414.0
287,100138,8878,1,260,260.0
288,100139,5487,2,121,242.0
289,100139,5495,2,160,320.0
290,100140,8432,3,40,120.0
291,100141,2102,2,286,572.0
292,100141,2106,2,232,464.0
293,100141,2105,2,318,636.0
294,100141,2100,1,184,184.0
295,100142,8842,3,199,597.0
296,100142,8843,2,198,396.0
297,100142,8842,3,199,597.0
298,100143,5217,2,139,
299,100143,5217,2,139,278.0
300,100143,5223,3,295,885.0
301,100143,5221,2,212,424.0
302,100144,7448,2,216,432.0
303,100144,7446,1,40,40.0
304,100144,7448,3,216,648.0
305,100144,7446,1,40,40.0
306,100145,6812,1,273,273.0
307,100145,6806,1,262,262.0
308,100146,2060,2,99,198.0
309,100147,4829,2,219,438.0
310,100148,6496,1,304,304.0
311,100149,5161,1,160,160.0
312,100150,1370,1,198,198.0
313,100150,1371,4,244,976.0
314,100151,7694,2,247,494.0
315,100151,7694,1,247,247.0
316,100151,7695,2,127,254.0
317,100152,2743,2,89,178.0
318,100153,5014,1,323,323.0
319,100153,5012,1,158,158.0
320,100154,8642,1,82,82.0
321,100155,8968,1,53,53.0
322,100156,1317,3,178,534.0
323,100156,1317,3,178,534.0
324,100156,1312,4,40,160.0
325,100156,1315,4,139,556.0
326,100157,6788,3,356,1068.0
327,100157,6789,4,67,268.0
328,100158,7407,1,331,331.0
329,100159,4781,2,212,424.0
330,100159,4780,1,228,228.0
331,100159,4775,1,98,98.0
332,100160,5079,2,206,412.0
333,100161,7307,1,204,204.0
334,100161,7303,3,42,126.0
335,100162,4557,1,237,237.0
336,100163,8559,2,146,292.0
337,100164,2911,1,272,272.0
338,100164,2910,1,40,40.0
339,100165,6094,1,177,177.0
340,100165,6094,1,177,177.0
341,100165,6096,1,199,199.0
342,100166,647,3,226,678.0
343,100166,647,1,226,226.0
344,100167,422,1,284,284.0
345,100168,8000,1,113,113.0
346,100168,8006,1,335,335.0
347,100168,8006,1,335,335.0
348,100169,2296,2,201,402.0
349,100170,7845,1,199,199.0
350,100171,5468,1,254,254.0
351,100171,5466,1,76,76.0
352,100172,2390,3,150,450.0
353,100172,2386,1,358,358.0
354,100172,2391,2,114,228.0
355,100173,3871,2,111,222.0
356,100173,3875,1,230,230.0
357,100173,3871,2,111,222.0
358,100174,5072,1,152,152.0
359,100174,5072,2,152,304.0
360,100175,32,1,208,208.0
361,100175,36,1,203,203.0
362,100176,8149,2,94,188.0
363,100176,8145,1,278,278.0
364,100176,8150,1,313,313.0
365,100177,3302,1,390,390.0
366,100178,3891,1,201,201.0
367,100178,3892,1,388,388.0
368,100178,3893,1,90,90.0
369,100178,3895,2,104,208.0
370,100179,4700,1,422,422.0
371,100179,4697,2,49,98.0
372,100179,4699,1,192,192.0
373,100180,2021,3,215,645.0
374,100180,2018,1,251,251.0
375,100181,1417,2,150,300.0
376,100181,1410,1,150,150.0
377,100182,2481,1,304,304.0
378,100182,2481,1,304,304.0
379,100182,2481,1,304,304.0
380,100182,2481,1,304,304.0
381,100183,5612,1,182,182.0
382,100183,5611,3,156,468.0
383,100183,5611,2,156,312.0
384,100183,5611,1,156,156.0
385,100184,8804,1,167,167.0
386,100184,8803,1,232,232.0
387,100184,8803,1,232,232.0
388,100185,1901,1,166,166.0
389,100186,4808,2,224,448.0
390,100186,4802,2,122,244.0
391,100187,4401,2,94,188.0
392,100188,1437,2,147,294.0
393,100188,1436,1,275,275.0
394,100188,1437,1,147,147.0
395,100188,1437,2,147,294.0
396,100189,5145,1,97,97.0
397,100190,5292,2,113,226.0
398,100190,5289,2,286,572.0
399,100190,5292,1,113,113.0
400,100191,8944,1,247,247.0
401,100191,8944,3,247,741.0
402,100191,8944,2,247,494.0
403,100192,3199,2,154,308.0
404,100193,6221,1,40,40.0
405,100194,4034,2,165,330.0
406,100195,4390,3,74,222.0
407,100195,4395,1,168,168.0
408,100195,4395,1,168,168.0
409,100196,1382,1,103,103.0
410,100196,1382,1,103,103.0
411,100197,5584,3,264,792.0
412,100198,3068,1,118,118.0
413,100199,7919,3,40,120.0
414,100199,7920,2,126,252.0
415,100200,4647,1,246,246.0
416,100200,4648,4,251,1004.0
417,100200,4644,1,79,79.0
418,100201,3933,2,267,534.0
419,100201,3934,1,197,197.0
420,100202,6701,1,122,122.0
421,100202,6702,1,243,243.0
422,100203,4206,3,92,276.0
423,100203,4201,4,272,1088.0
424,100204,5354,1,40,40.0
425,100205,8782,2,331,662.0
426,100206,6201,1,138,138.0
427,100206,6207,1,169,169.0
428,100207,8652,3,262,786.0
429,100208,6159,1,193,193.0
430,100209,3888,1,155,155.0
431,100210,3677,1,156,156.0
432,100211,1453,1,148,148.0
433,100211,1453,2,148,296.0
434,100211,1453,1,148,148.0
435,100212,6271,3,124,372.0
436,100213,7538,1,234,234.0
437,100214,3776,1,123,123.0
438,100215,2574,1,88,88.0
439,100215,2568,3,233,699.0
440,100215,2568,1,233,233.0
441,100216,1788,2,188,376.0
442,100216,1786,2,219,438.0
443,100216,1783,1,144,144.0
444,100216,1788,4,188,752.0
445,100217,6417,1,87,87.0
446,100217,6419,1,189,189.0
447,100218,8299,3,186,558.0
448,100219,6870,1,291,291.0
449,100219,6868,2,79,158.0
450,100220,8719,2,71,142.0
451,100220,8715,4,211,844.0
452,100221,7993,2,60,120.0
453,100221,7992,1,60,60.0
454,100222,8620,1,226,226.0
455,100222,8623,1,255,255.0
456,100222,8624,2,113,226.0
457,100223,8033,3,273,819.0
458,100224,107,1,82,82.0
459,100224,107,3,82,246.0
460,100224,102,1,172,172.0
461,100225,2933,1,166,166.0
462,100225,2932,2,275,550.0
463,100226,5112,1,262,262.0
464,100227,5199,1,130,130.0
465,100228,3261,1,169,169.0
466,100228,3261,2,169,338.0
467,100228,3264,1,201,201.0
468,100229,5465,4,40,160.0
469,100230,1520,1,40,40.0
470,100231,2700,1,126,126.0
471,100232,2152,1,227,227.0
472,100232,2152,1,227,227.0
473,100232,2149,1,101,101.0
474,100233,2971,1,44,44.0
475,100234,3379,4,114,456.0
476,100235,3512,3,269,807.0
477,100236,536,2,247,494.0
478,100236,538,2,277,554.0
479,100236,536,1,247,247.0
480,100236,539,1,332,332.0
481,100237,2319,1,41,41.0
482,100238,1520,1,40,40.0
483,100238,1517,1,46,46.0
484,100239,7472,1,257,257.0
485,100240,562,2,173,346.0
486,100240,561,1,199,199.0
487,100241,1230,1,40,40.0
488,100241,1226,1,255,255.0
489,100242,3854,2,165,330.0
490,100242,3853,1,207,207.0
491,100243,4526,2,232,464.0
492,100244,4955,1,56,56.0
493,100244,4954,1,258,258.0
494,100245,5938,1,160,160.0
495,100245,5938,1,160,160.0
496,100245,5941,3,447,1341.0
497,100245,5941,1,447,447.0
498,100246,8177,4,41,164.0
499,100246,8173,1,185,185.0
500,100247,5880,1,296,296.0
501,100247,5878,1,272,272.0
502,100247,5880,1,296,296.0
503,100248,945,2,91,182.0
504,100249,2298,3,350,1050.0
505,100249,2295,1,150,150.0
506,100250,4488,2,245,490.0
507,100251,7394,1,61,61.0
508,100251,7399,1,137,137.0
509,100252,6679,2,59,118.0
510,100253,6743,3,93,279.0
511,100253,6738,2,117,234.0
512,100253,6744,1,88,88.0
513,100254,2211,1,173,173.0
514,100255,8371,2,308,616.0
515,100256,4580,1,108,108.0
516,100256,4579,2,161,322.0
517,100257,4557,3,237,711.0
518,100258,4739,3,138,414.0
519,100259,3937,1,217,217.0
520,100259,3936,2,198,
521,100259,3934,2,197,394.0
522,100260,2782,3,105,315.0
523,100261,1864,1,184,184.0
524,100261,1865,3,135,405.0
525,100262,3292,1,74,74.0
526,100262,3291,1,118,118.0
527,100263,1007,3,141,423.0
528,100264,7065,2,96,192.0
529,100265,8347,1,85,85.0
530,100265,8353,3,52,156.0
531,100265,8349,2,305,610.0
532,100266,6578,2,183,366.0
533,100266,6583,1,249,249.0
534,100267,6514,1,262,262.0
535,100267,6513,1,304,304.0
536,100268,752,1,219,219.0
537,100268,748,1,263,263.0
538,100268,750,1,94,94.0
539,100269,2483,3,137,411.0
540,100270,4301,2,113,226.0
541,100271,8196,4,220,880.0
542,100272,1353,1,124,124.0
543,100272,1349,4,202,808.0
544,100273,1436,1,275,275.0
545,100273,1438,4,76,
546,100274,1707,4,108,432.0
547,100275,7168,1,155,155.0
548,100275,7165,1,288,288.0
549,100276,4670,1,195,195.0
550,100276,4671,1,62,62.0
551,100276,4671,4,62,248.0
552,100277,8135,1,119,119.0
553,100278,6585,1,114,
554,100278,6588,2,222,444.0
555,100279,8246,2,251,502.0
556,100279,8243,2,240,480.0
557,100279,8243,1,240,240.0
558,100280,228,1,214,214.0
559,100280,225,1,40,40.0
560,100281,5339,1,187,187.0
561,100282,5540,2,180,360.0
562,100282,5541,3,127,381.0
563,100282,5537,1,40,40.0
564,100283,1404,1,204,204.0
565,100284,1395,2,184,368.0
566,100284,1392,2,203,406.0
567,100285,3256,1,291,291.0
568,100285,3255,3,221,663.0
569,100285,3252,1,267,267.0
570,100286,2499,3,133,399.0
571,100286,2495,1,149,149.0
572,100287,5540,1,180,180.0
573,100288,3632,1,130,130.0
574,100288,3627,1,305,305.0
575,100288,3632,3,130,390.0
576,100289,3411,2,158,316.0
577,100289,3410,3,141,423.0
578,100290,2550,2,219,438.0
579,100291,5394,1,201,201.0
580,100291,5395,2,418,836.0
581,100291,5395,3,418,1254.0
582,100292,3457,3,277,831.0
583,100293,8901,1,201,201.0
584,100294,97,1,120,120.0
585,100294,93,1,40,40.0
586,100294,98,1,206,206.0
587,100294,96,4,108,432.0
588,100295,5759,1,201,201.0
589,100296,3121,2,193,386.0
590,100296,3124,3,235,705.0
591,100296,3122,1,111,111.0
592,100296,3118,3,161,483.0
593,100297,527,2,198,396.0
594,100297,526,1,231,231.0
595,100298,3765,1,209,209.0
596,100298,3766,2,58,116.0
597,100299,3351,2,261,522.0
598,100300,2136,1,184,184.0
599,100300,2132,3,181,543.0
600,100300,2133,1,201,201.0
601,100301,2541,2,247,494.0
602,100301,2541,1,247,247.0
603,100301,2540,2,117,234.0
604,100302,7446,1,40,40.0
605,100302,7449,2,268,536.0
606,100302,7449,2,268,536.0
607,100303,8202,1,203,203.0
608,100303,8202,1,203,203.0
609,100304,3432,1,230,230.0
610,100304,3437,2,40,80.0
611,100305,4346,1,205,205.0
612,100305,4345,3,131,393.0
613,100305,4342,1,76,76.0
614,100306,7151,1,324,324.0
615,100306,7156,1,173,173.0
616,100307,8735,1,257,257.0
617,100307,8738,4,260,1040.0
618,100308,6895,2,407,814.0
619,100308,6899,2,296,592.0
620,100308,6898,1,158,158.0
621,100309,1896,2,165,330.0
622,100309,1895,2,130,260.0
623,100309,1898,1,185,185.0
624,100310,6683,4,274,1096.0
625,100311,7200,2,147,294.0
626,100312,5824,1,40,40.0
627,100313,7401,1,259,259.0
628,100313,7404,1,40,40.0
629,100313,7404,3,40,120.0
630,100313,7403,1,164,164.0
631,100314,6932,1,232,232.0
632,100315,1684,2,213,426.0
633,100315,1689,1,394,394.0
634,100316,3900,1,137,137.0
635,100317,1293,1,198,198.0
636,100318,5436,1,139,139.0
637,100318,5440,1,52,52.0
638,100319,363,1,227,227.0
639,100320,5508,1,79,79.0
640,100320,5509,2,101,202.0
641,100320,5512,2,368,736.0
642,100321,2814,1,176,176.0
643,100321,2812,1,124,124.0
644,100322,2987,1,257,257.0
645,100322,2983,2,236,472.0
646,100322,2989,1,197,197.0
647,100323,4904,1,170,170.0
648,100323,4910,2,147,294.0
649,100323,4907,1,113,113.0
650,100323,4909,4,89,356.0
651,100324,7461,1,194,194.0
652,100325,482,2,333,666.0
653,100326,7242,1,191,191.0
654,100326,7241,4,205,820.0
655,100327,3012,2,165,330.0
656,100327,3012,2,165,330.0
657,100327,3011,1,396,396.0
658,100328,1030,3,246,738.0
659,100329,5904,1,146,146.0
660,100329,5901,3,108,324.0
661,100329,5902,2,191,382.0
662,100329,5903,2,130,260.0
663,100330,4024,2,351,702.0
664,100330,4022,3,241,723.0
665,100330,4027,1,40,40.0
666,100330,4024,4,351,1404.0
667,100331,1833,4,78,312.0
668,100332,420,1,40,40.0
669,100332,417,1,40,40.0
670,100333,1149,1,281,281.0
671,100333,1151,4,183,732.0
672,100334,2078,1,75,75.0
673,100334,2076,1,232,232.0
674,100335,4589,1,212,212.0
675,100335,4586,1,114,114.0
676,100336,7725,2,161,322.0
677,100337,3390,1,167,167.0
678,100337,3392,2,235,470.0
679,100337,3391,2,382,764.0
680,100338,7925,1,277,277.0
681,100338,7922,1,296,296.0
682,100338,7919,4,40,160.0
683,100338,7925,1,277,277.0
684,100339,6688,4,256,1024.0
685,100339,6683,2,274,548.0
686,100340,7341,4,394,1576.0
687,100341,1687,1,188,188.0
688,100341,1685,3,358,1074.0
689,100341,1686,1,40,40.0
690,100341,1686,2,40,80.0
691,100342,994,2,128,256.0
692,100342,997,1,104,104.0
693,100343,1701,1,171,171.0
694,100343,1702,1,220,220.0
695,100344,1636,4,61,244.0
696,100344,1641,2,147,
697,100345,6334,2,40,80.0
698,100346,1221,1,40,40.0
699,100346,1221,3,40,120.0
700,100346,1218,4,120,480.0
701,100346,1220,1,105,105.0
702,100347,2908,1,208,208.0
703,100347,2907,1,264,264.0
704,100347,2906,2,134,268.0
705,100348,6874,1,137,137.0
706,100348,6874,4,137,548.0
707,100348,6871,3,121,363.0
708,100348,6871,2,121,242.0
709,100349,7842,2,385,770.0
710,100349,7843,1,220,220.0
711,100350,483,1,141,141.0
712,100351,1660,2,190,380.0
713,100351,1663,3,282,846.0
714,100352,5183,1,134,134.0
715,100353,2296,2,201,402.0
716,100353,2294,3,192,576.0
717,100354,3558,1,281,281.0
718,100354,3555,2,190,380.0
719,100355,3520,1,258,258.0
720,100356,7922,2,296,592.0
721,100357,3323,1,45,45.0
722,100358,8858,4,174,696.0
723,100358,8855,1,202,202.0
724,100359,2075,2,174,348.0
725,100359,2073,1,194,194.0
726,100360,3387,2,182,364.0
727,100361,2349,2,240,480.0
728,100362,3734,3,63,189.0
729,100362,3739,1,159,159.0
730,100362,3737,2,88,176.0
731,100363,5314,1,207,207.0
732,100363,5308,-2,112,224.0
733,100363,5312,4,355,1420.0
734,100364,3941,1,138,138.0
735,100365,4776,2,134,268.0
736,100366,8922,4,215,860.0
737,100367,4393,4,40,160.0
738,100367,4392,2,248,496.0
739,100367,4395,1,168,168.0
740,100368,3832,2,161,322.0
741,100368,3828,1,218,218.0
742,100368,3825,1,113,113.0
743,100368,3825,2,113,226.0
744,100369,5510,1,52,52.0
745,100369,5513,3,109,327.0
746,100369,5509,4,101,404.0
747,100370,1392,2,203,406.0
748,100370,1395,3,184,552.0
749,100370,1392,3,203,609.0
750,100370,1392,1,203,203.0
751,100371,3655,1,176,176.0
752,100371,3652,2,223,446.0
753,100371,3648,2,40,80.0
754,100372,5127,1,40,40.0
755,100372,5129,1,271,271.0
756,100372,5125,4,167,668.0
757,100372,5127,1,40,40.0
758,100373,2588,4,90,360.0
759,100373,2588,1,90,90.0
760,100373,2595,4,89,356.0
761,100374,3359,1,152,152.0
762,100375,976,-4,223,892.0
763,100375,973,1,80,80.0
764,100376,946,1,200,200.0
765,100377,2677,2,165,
766,100378,7676,2,110,220.0
767,100378,7681,1,190,190.0
768,100379,8337,3,217,651.0
769,100380,1540,1,137,137.0
770,100380,1545,2,185,370.0
771,100380,1545,1,185,185.0
772,100380,1540,2,137,274.0
773,100381,4564,2,40,80.0
774,100382,5815,1,171,171.0
775,100382,5811,1,40,40.0
776,100383,8178,1,72,72.0
777,100383,8175,1,189,189.0
778,100384,5486,1,142,142.0
779,100385,1651,1,228,228.0
780,100386,8451,1,370,370.0
781,100386,8457,2,93,186.0
782,100386,8456,2,141,282.0
783,100387,6022,1,300,300.0
784,100388,7650,1,167,167.0
785,100388,7653,1,202,202.0
786,100388,7650,1,167,167.0
787,100389,2268,1,306,306.0
788,100389,2271,1,94,94.0
789,100390,8054,2,188,376.0
790,100390,8053,3,40,120.0
791,100391,4132,4,129,516.0
792,100391,4131,3,386,1158.0
793,100391,4128,3,259,777.0
794,100391,4128,1,259,259.0
795,100392,5506,1,303,303.0
796,100393,7506,2,258,516.0
797,100393,7505,2,78,156.0
798,100394,6333,3,121,363.0
799,100394,6331,1,252,252.0
800,100394,6331,1,252,252.0
801,100395,4867,3,339,1017.0
802,100396,1226,1,255,255.0
803,100396,1228,1,278,278.0
804,100397,1463,1,147,147.0
805,100397,1467,3,182,546.0
806,100397,1466,1,189,189.0
807,100398,7081,1,297,297.0
808,100398,7088,1,104,104.0
809,100398,7087,2,217,434.0
810,100399,1470,1,82,82.0
811,100399,1471,1,179,179.0
812,100400,3661,1,101,101.0
813,100400,3663,2,50,100.0
814,100401,1121,1,166,166.0
815,100401,1119,1,205,205.0
816,100402,4424,1,169,169.0
817,100402,4418,2,166,332.0
818,100402,4424,2,169,338.0
819,100402,4420,2,40,80.0
820,100403,1946,1,242,242.0
821,100403,1945,1,118,118.0
822,100403,1946,1,242,242.0
823,100404,138,3,154,462.0
824,100404,133,1,90,90.0
825,100404,137,2,225,450.0
826,100405,8837,1,159,159.0
827,100406,4297,1,386,386.0
828,100407,4431,1,179,179.0
829,100407,4425,1,194,194.0
830,100408,8613,1,318,318.0
831,100408,8614,2,253,506.0
832,100409,1521,2,196,392.0
833,100410,3195,1,126,126.0
834,100410,3194,4,167,668.0
835,100410,3198,2,77,154.0
836,100411,1085,1,132,132.0
837,100411,1085,1,132,132.0
838,100412,1656,1,177,177.0
839,100412,1658,1,67,67.0
840,100412,1652,2,127,254.0
841,100412,1653,1,82,82.0
842,100413,2518,1,219,219.0
843,100413,2519,2,122,244.0
844,100413,2521,1,55,55.0
845,100414,826,1,136,136.0
846,100414,826,1,136,136.0
847,100415,7564,2,40,80.0
848,100415,7559,4,73,292.0
849,100415,7560,4,225,900.0
850,100415,7562,1,148,148.0
851,100416,8977,2,121,242.0
852,100417,1375,1,142,142.0
853,100417,1371,2,244,488.0
854,100417,1376,3,217,651.0
855,100418,2674,1,100,100.0
856,100419,8570,2,295,590.0
857,100420,5083,3,143,429.0
858,100420,5085,1,250,250.0
859,100420,5084,1,164,164.0
860,100420,5084,1,164,164.0
861,100421,2561,1,304,304.0
862,100421,2562,1,258,258.0
863,100422,6219,1,159,159.0
864,100422,6219,4,159,636.0
865,100422,6217,1,98,98.0
866,100423,339,3,168,504.0
867,100423,346,2,163,326.0
868,100424,20,1,228,228.0
869,100424,22,1,194,194.0
870,100425,8615,1,144,144.0
871,100426,8228,1,66,66.0
872,100427,2623,1,300,300.0
873,100428,5158,2,224,448.0
874,100428,5156,1,264,264.0
875,100428,5158,3,224,672.0
