WeatherID,City,Date,Temperature,Rainfall,Humidity,WeatherCondition
71,Mumbai,24/08/2023,25.9,61.3,73,Foggy
72,Mumbai,2023-09-12,28.3,81.2,69,Cloudy
73,Mumbai,2024-06-23,26.2,81.0,68,Humid
74,Mumbai,22/01/2024,15.8,0.0,62,Cloudy
75,Mumbai,24-01-2023,20.0,5.2,26,Clear
76,Mumbai,2024.03.23,34.7,18.4,45,Humid
77,Mumbai,07-05-2023,36.0,0.0,40,Cloudy
78,Mumbai,01/07/2023,27.9,59.1,66,Clear
79,Mumbai,2023.10.15,22.3,0.0,63,Clear
80,Mumbai,11/27/2024,26.5,8.2,54,Clear
81,Mumbai,2023.07.13,25.5,0.0,57,Cloudy
82,Mumbai,04/09/2023,36.3,2.2,68,Humid
83,Mumbai,13/07/2024,27.1,80.8,54,Humid
84,Mumbai,2023.12.25,19.8,0.1,86,Clear
85,Mumbai,2023-09-03,33.1,61.3,54,Rainy
86,Mumbai,22/05/2024,39.7,29.0,39,Foggy
87,Mumbai,2023-01-26,20.4,16.7,25,Clear
88,Mumbai,12-03-2024,29.4,1.7,61,Foggy
89,Mumbai,2024-09-13,31.6,91.1,73,Rainy
90,Mumbai,04/04/2024,32.6,0.0,55,Clear
91,Mumbai,09/05/2023,32.0,20.9,51,Clear
92,Mumbai,04/10/2024,25.8,95.5,48,Foggy
93,Mumbai,2023-05-28,31.5,0.0,45,Cloudy
94,Mumbai,03-08-2024,30.3,114.8,72,Rainy
95,Mumbai,2024.12.20,21.3,4.2,60,Cloudy
96,Mumbai,09/11/2024,25.2,67.4,46,Cloudy
97,Mumbai,16/06/2023,26.4,0.0,47,Rainy
98,Mumbai,2023.04.18,35.1,0.0,62,Foggy
99,Mumbai,08/07/2024,35.1,0.0,65,Clear
100,Mumbai,2023-07-09,30.6,77.5,70,Cloudy
101,Mumbai,2024-04-21,32.8,7.1,51,Humid
102,Mumbai,13-05-2023,34.8,2.0,61,Humid
103,Mumbai,04/11/2024,33.0,10.4,81,Foggy
104,Mumbai,07/28/2023,27.3,434.5,84,Humid
105,Mumbai,2024-02-16,17.9,0.0,40,Clear
106,Mumbai,09/02/2023,20.3,3.1,66,Cloudy
107,Mumbai,01/08/2023,31.1,72.6,87,Humid
108,Mumbai,28-07-2024,30.7,0.0,62,Foggy
109,Mumbai,29/04/2024,31.6,1.3,65,Rainy
110,Mumbai,10/11/2024,25.3,0.0,47,Humid
111,Mumbai,20/12/2024,17.4,1.4,36,Clear
112,Mumbai,29/01/2023,21.7,,63,Cloudy
113,Mumbai,2023.05.10,32.4,0.0,36,Rainy
114,Mumbai,31/07/2023,26.0,55.7,83,Rainy
115,Mumbai,24/12/2024,58.7,0.0,28,Cloudy
116,Mumbai,13-03-2023,37.7,8.0,73,Clear
117,Mumbai,2023-11-05,38.9,71.1,54,Clear
118,Mumbai,2024-11-28,28.0,18.1,80,Clear
119,Mumbai,2023.12.14,15.3,1.2,46,Foggy
120,Mumbai,2023.08.15,29.8,24.5,68,Rainy
121,Mumbai,23-03-2023,35.9,11.3,80,Cloudy
122,Mumbai,24/03/2023,38.2,0.0,42,Cloudy
123,Mumbai,31/08/2024,28.1,33.0,72,Clear
124,Mumbai,2023.10.28,19.4,3.4,65,Humid
125,Mumbai,2023.04.09,25.4,2.6,38,Clear
126,Mumbai,2024-06-21,30.8,0.0,54,Foggy
127,Mumbai,2023-09-21,28.2,185.7,37,Rainy
128,Mumbai,20/10/2023,23.3,42.8,46,Clear
129,Mumbai,29/07/2024,30.4,7.8,50,Cloudy
130,Mumbai,12/05/2024,25.4,3.0,47,Humid
131,Mumbai,23/10/2023,18.8,3.5,50,Clear
132,Mumbai,24/04/2023,26.2,20.9,55,Clear
133,Mumbai,25-04-2023,35.0,0.0,64,Clear
134,Mumbai,2024.09.25,27.0,366.9,67,Clear
135,Mumbai,2023.11.23,23.7,19.3,72,Clear
136,Mumbai,05-11-2023,35.1,13.7,27,Clear
137,Mumbai,2024-06-06,28.2,123.2,57,Clear
138,Mumbai,08/11/2023,30.3,0.0,63,Humid
139,Mumbai,2024-08-26,30.8,57.2,62,Clear
140,Mumbai,11/07/2023,30.0,49.0,49,Clear
141,Mumbai,12-03-2023,28.2,3.8,68,Clear
142,Mumbai,2024.09.15,27.2,171.2,61,Clear
143,Mumbai,2023-10-17,23.9,31.5,79,Foggy
144,Mumbai,25/08/2023,28.2,159.2,51,Humid
145,Mumbai,02/04/2023,38.6,0.0,49,Humid
146,Mumbai,2023.07.29,24.2,25.1,52,Cloudy
147,Mumbai,04-03-2023,35.4,0.0,51,Cloudy
148,Mumbai,06/10/2024,32.6,9.1,51,Cloudy
149,Mumbai,04/07/2024,28.2,10.6,58,Cloudy
150,Mumbai,2023.06.02,28.0,44.4,47,Rainy
151,Mumbai,03-12-2024,26.6,,66,Rainy
152,Mumbai,29/12/2023,15.0,1.4,59,Clear
153,Mumbai,2024.09.30,24.6,241.6,48,Humid
154,Mumbai,2023.01.30,17.7,1.2,54,Foggy
155,Mumbai,2024.02.17,21.4,0.0,45,Clear
156,Mumbai,26-02-2023,11.4,0.0,66,Foggy
157,Mumbai,10/11/2024,28.9,47.3,76,Cloudy
158,Mumbai,2023-07-22,33.8,55.8,53,Foggy
159,Mumbai,2024-07-27,30.1,0.0,49,Humid
160,Mumbai,07/28/2024,22.5,,52,Cloudy
161,Mumbai,10/07/2024,28.6,0.0,57,Rainy
162,Mumbai,09/02/2024,34.5,31.1,66,Humid
163,Mumbai,05/13/2024,38.1,2.2,66,Humid
164,Mumbai,2023.11.28,29.0,0.0,44,Humid
165,Mumbai,2023-09-06,29.6,0.0,84,Clear
166,Mumbai,20/04/2024,38.0,13.6,53,Humid
167,Mumbai,16/04/2023,36.5,0.0,67,Cloudy
168,Mumbai,04/18/2024,40.7,0.0,82,Clear
169,Mumbai,11/12/2024,17.0,7.9,57,Clear
170,Mumbai,07-10-2024,26.3,27.5,54,Clear
171,Mumbai,07/12/2023,25.4,0.0,62,Rainy
172,Mumbai,04/27/2023,26.2,1.2,66,Rainy
173,Mumbai,21-10-2024,24.8,8.5,48,Clear
174,Mumbai,01/04/2023,16.0,7.4,-76,Clear
175,Mumbai,2023-08-07,25.7,0.0,57,Cloudy
176,Mumbai,2023.01.23,18.5,4.4,33,Clear
177,Mumbai,15-07-2023,27.9,0.0,61,Humid
178,Mumbai,12-02-2023,12.8,17.9,57,Clear
179,Mumbai,24/06/2024,26.4,0.0,37,Rainy
180,Mumbai,08/01/2024,31.7,96.4,66,Clear
181,Mumbai,02/25/2024,17.3,,54,Cloudy
182,Mumbai,14/08/2024,26.1,16.6,74,Cloudy
183,Mumbai,2023.10.15,22.7,31.6,90,Clear
184,Mumbai,2024-03-30,29.2,2.9,71,Rainy
185,Mumbai,2024-08-11,25.7,2.0,45,Clear
186,Mumbai,22-08-2023,22.5,37.1,56,Clear
187,Mumbai,2023-07-20,29.1,0.0,38,Clear
188,Mumbai,07/03/2023,29.4,179.7,61,Clear
189,Mumbai,2023-12-18,22.8,0.0,37,Rainy
190,Mumbai,10/22/2023,31.6,0.0,69,Clear
191,Mumbai,2024.10.01,25.2,28.5,65,Clear
192,Mumbai,2024.06.05,35.7,166.3,77,Clear
193,Mumbai,02/10/2023,16.5,15.3,62,Humid
194,Mumbai,11/17/2024,30.4,0.0,71,Humid
195,Mumbai,27/12/2023,19.5,,63,Cloudy
196,Mumbai,2024.12.07,15.3,2.1,33,Humid
197,Mumbai,09/14/2023,18.3,24.3,35,Rainy
198,Mumbai,2023-08-28,27.7,0.0,48,Foggy
199,Mumbai,2024.07.08,27.7,188.1,47,Cloudy
200,Mumbai,31/03/2024,29.0,0.0,37,Clear
201,Mumbai,07/12/2023,29.8,,54,Foggy
202,Mumbai,04/09/2023,34.4,4.3,52,Clear
203,Mumbai,10/14/2024,55.4,28.3,44,Clear
204,Mumbai,09/08/2024,27.0,7.0,59,Clear
205,Mumbai,11/10/2023,24.6,27.0,70,Cloudy
206,Mumbai,2023.12.03,10.1,0.0,44,Rainy
207,Mumbai,2023.05.27,32.2,,66,Rainy
208,Mumbai,11/27/2023,28.7,25.0,51,Clear
209,Mumbai,2024-08-15,23.7,57.1,59,Clear
210,Mumbai,05/08/2023,26.9,0.0,76,Rainy
211,Mumbai,06/05/2024,26.5,16.8,69,Rainy
212,Mumbai,2024-03-18,36.0,3.3,74,Clear
213,Mumbai,2024.04.23,32.8,2.9,75,Cloudy
214,Mumbai,01/02/2023,17.7,1.1,54,Rainy
215,Mumbai,2023-10-26,29.1,12.2,53,Clear
216,Mumbai,05/14/2024,31.0,0.0,63,Clear
217,Mumbai,2024.05.16,35.5,0.0,77,Cloudy
218,Mumbai,16/03/2023,34.5,1.1,54,Rainy
219,Mumbai,28-11-2024,28.1,56.5,50,Rainy
220,Mumbai,2023.09.24,27.0,0.0,60,Rainy
221,Mumbai,30/07/2023,30.2,19.7,38,Cloudy
222,Mumbai,2023-10-25,29.5,19.2,66,Clear
223,Mumbai,2023-01-02,21.1,2.5,57,Cloudy
224,Mumbai,30-09-2024,28.0,218.6,53,Foggy
225,Mumbai,2023-07-26,27.4,0.0,68,Stormy
226,Mumbai,23/10/2023,18.9,19.8,59,Cloudy
227,Mumbai,2024.05.19,38.4,25.2,29,Foggy
228,Mumbai,01/27/2024,17.7,10.9,75,Clear
229,Mumbai,2024-05-13,38.2,8.5,70,Rainy
230,Mumbai,05-02-2024,18.5,6.4,43,Clear
231,Mumbai,2023.07.22,24.5,0.0,63,Cloudy
232,Mumbai,08/31/2023,27.7,22.9,56,Humid
233,Mumbai,29-12-2024,23.9,6.1,61,Humid
234,Mumbai,07/15/2024,27.9,141.6,65,Rainy
235,Mumbai,14-02-2024,20.1,1.9,43,Clear
236,Mumbai,2024-05-22,26.3,21.5,66,Clear
237,Mumbai,12/01/2023,17.2,0.0,63,Clear
238,Mumbai,06/02/2023,27.0,125.6,67,Humid
239,Mumbai,14/08/2023,25.7,100.2,28,Rainy
240,Mumbai,13-07-2024,29.7,124.5,79,Clear
241,Mumbai,11/04/2024,32.2,0.0,72,Cloudy
242,Mumbai,2023-04-26,31.8,4.5,79,Humid
243,Mumbai,2024.03.08,40.7,0.8,79,Cloudy
244,Mumbai,03/09/2024,26.2,41.8,54,Stormy
245,Mumbai,05-01-2024,12.4,0.0,67,Humid
246,Mumbai,2023-09-20,20.9,208.5,75,Clear
247,Mumbai,28/02/2024,15.7,14.9,58,Clear
248,Mumbai,2023-09-08,28.5,0.0,51,Humid
249,Mumbai,2024-08-06,35.2,72.7,66,Rainy
250,Mumbai,2023-05-31,31.8,0.0,37,Clear
251,Mumbai,19/09/2023,29.7,0.0,48,Rainy
252,Mumbai,11-02-2024,21.5,5.3,61,Rainy
253,Mumbai,2023-03-21,39.9,7.3,79,Humid
254,Mumbai,2024.08.05,25.4,0.0,37,Rainy
255,Mumbai,2024-06-20,28.7,59.1,74,Cloudy
256,Mumbai,2024.03.14,31.4,0.0,73,Rainy
257,Mumbai,2023-04-09,31.4,6.8,50,Humid
258,Mumbai,2024.05.14,36.4,22.7,36,Clear
259,Mumbai,03/03/2024,39.2,7.6,-61,Cloudy
260,Mumbai,24-10-2023,30.6,30.3,45,Humid
261,,2024-03-18,29.6,9.2,50,Rainy
262,Mumbai,10/02/2023,17.6,1.3,62,Clear
263,Mumbai,2024.04.10,39.3,13.5,84,Cloudy
264,Mumbai,14-07-2024,36.0,92.1,58,Clear
265,Mumbai,2023-01-02,16.8,1.5,42,Rainy
266,Mumbai,2023.10.22,25.8,26.3,78,Clear
267,Mumbai,2024.07.10,30.8,107.2,90,Cloudy
268,Mumbai,2024-03-06,26.1,0.0,64,Clear
269,Mumbai,01/26/2023,17.1,5.0,51,Clear
270,Mumbai,28/09/2024,32.4,78.8,-48,Clear
271,Mumbai,2023-05-02,39.7,16.0,89,Humid
272,Mumbai,20-12-2024,21.7,2.6,50,Rainy
273,Mumbai,2023.12.08,16.8,0.0,63,Humid
274,Mumbai,2023.03.17,37.5,10.4,60,Foggy
275,Mumbai,2023-07-03,28.1,0.0,69,Clear
276,Mumbai,12-01-2024,20.2,1.5,48,Clear
277,Mumbai,2023-12-11,27.0,5.3,64,Clear
278,Mumbai,09/16/2023,24.5,0.0,68,Stormy
279,Mumbai,09/06/2024,32.6,33.4,41,Clear
280,Mumbai,2023-09-06,20.9,17.7,48,Clear
281,Mumbai,2024.04.12,31.3,0.0,71,Clear
282,Mumbai,02/01/2024,11.7,1.8,23,Rainy
283,Mumbai,10-03-2023,38.9,14.5,60,Cloudy
284,Mumbai,17/07/2023,30.2,0.0,49,Clear
285,Mumbai,2023.02.20,20.7,0.0,66,Clear
286,Mumbai,15/09/2024,22.5,263.9,64,Cloudy
287,Mumbai,2024.03.27,37.9,1.3,44,Cloudy
288,Mumbai,2023-02-25,11.3,6.3,100,Cloudy
289,Mumbai,2024-12-16,20.8,10.3,59,Humid
290,Mumbai,2024-01-02,15.6,0.0,62,Clear
291,Mumbai,2024-04-19,32.9,0.0,62,Stormy
292,Mumbai,10/12/2024,11.8,1.8,57,Cloudy
293,Mumbai,2023-07-08,35.0,184.3,58,Clear
294,Mumbai,06/08/2024,32.5,11.9,41,Rainy
295,Mumbai,2023.01.08,18.7,0.2,52,Rainy
296,Mumbai,05-12-2024,25.0,0.0,61,Clear
297,Mumbai,04/02/2024,31.9,0.4,57,Stormy
298,Mumbai,2024-11-19,24.3,34.3,67,Clear
299,Mumbai,08/26/2023,33.7,22.0,54,Rainy
300,Mumbai,12-07-2023,34.6,155.2,65,Rainy
301,Mumbai,04/19/2023,40.9,19.9,72,Humid
302,Mumbai,18-05-2024,30.6,4.8,69,Humid
303,Mumbai,21/11/2024,22.7,26.0,59,Cloudy
304,Mumbai,19/06/2024,20.0,1.1,70,Cloudy
305,Mumbai,09/07/2024,22.3,0.0,75,Stormy
306,Mumbai,09/30/2024,28.4,,34,Clear
307,Mumbai,22/04/2023,32.6,4.1,65,Cloudy
308,Mumbai,09-06-2023,21.3,88.4,54,Clear
309,Mumbai,29/04/2023,36.8,0.0,40,Humid
310,Mumbai,2024.06.08,28.3,229.2,38,Humid
311,Mumbai,11/10/2023,31.1,0.0,66,Cloudy
312,Mumbai,07/01/2024,28.0,0.0,58,Rainy
313,Mumbai,26/09/2023,33.6,0.0,61,Cloudy
314,Mumbai,07/28/2023,24.2,87.7,51,Rainy
315,Mumbai,09/20/2024,31.5,11.5,70,Humid
316,Mumbai,19/12/2023,22.3,1.1,67,Cloudy
317,Mumbai,05/01/2023,21.3,0.0,59,Cloudy
318,Mumbai,06/03/2024,37.3,0.0,60,Stormy
319,Mumbai,07-09-2023,25.1,65.3,58,Humid
320,Mumbai,2023-11-13,22.6,63.7,43,Cloudy
321,Mumbai,2023-06-21,27.7,46.0,45,Cloudy
322,Mumbai,08/05/2024,57.4,205.1,54,Clear
323,Mumbai,04/22/2024,25.9,3.4,64,Stormy
324,Mumbai,2023-08-14,23.7,0.0,54,Rainy
325,Mumbai,2024.01.17,11.5,7.5,36,Humid
326,Mumbai,23-05-2024,32.3,1.9,57,Clear
327,Mumbai,10/28/2023,18.6,57.9,43,Cloudy
328,Mumbai,20/12/2023,23.3,0.0,72,Rainy
329,Mumbai,2024-04-18,35.9,3.1,61,Humid
330,Mumbai,03/09/2023,29.8,165.3,62,Clear
331,Mumbai,29/06/2023,32.8,0.0,73,Clear
332,Mumbai,09/01/2023,33.2,1.1,68,Stormy
333,Mumbai,24/12/2023,20.7,1.3,57,Clear
334,Mumbai,24-11-2024,27.4,0.0,64,Clear
335,Mumbai,04/12/2023,38.7,0.5,60,Rainy
336,Mumbai,2024-02-26,19.4,3.8,58,Cloudy
337,Mumbai,2023.10.17,23.0,0.0,67,Clear
338,Mumbai,2023-02-03,20.4,6.9,62,Clear
339,Mumbai,27-01-2023,16.9,0.0,60,Clear
340,Mumbai,2024-05-11,31.7,34.2,47,Clear
341,Mumbai,06-04-2024,35.9,4.2,72,Cloudy
342,Mumbai,04-11-2024,28.3,77.0,55,Clear
343,Mumbai,23-03-2023,29.2,0.0,53,Cloudy
344,Mumbai,2024-10-27,26.9,8.6,59,Cloudy
345,Mumbai,2024-10-03,25.7,85.3,57,Stormy
346,Mumbai,02-09-2024,28.2,272.4,43,Clear
347,Mumbai,16-10-2024,24.5,0.0,55,Foggy
348,Mumbai,17/07/2023,25.8,182.5,57,Cloudy
349,Mumbai,11/05/2023,39.0,0.0,70,Foggy
350,Mumbai,11/11/2023,23.3,70.4,77,Clear
351,Mumbai,13/12/2024,19.3,0.0,69,Cloudy
352,Mumbai,25/09/2024,29.8,0.0,52,Rainy
353,Mumbai,2024-08-31,28.7,68.9,67,Rainy
354,Mumbai,02/03/2023,27.2,0.0,24,Humid
355,,10/07/2023,26.8,0.0,56,Cloudy
356,Mumbai,2024-10-18,28.1,8.1,53,Clear
357,Mumbai,2024-08-19,24.6,191.4,56,Clear
358,Mumbai,10/08/2023,31.0,45.0,67,Stormy
359,Mumbai,2024.07.08,25.8,23.7,68,Clear
360,Mumbai,06/05/2024,29.6,8.5,45,Foggy
361,Mumbai,2024-06-04,30.2,6.5,63,Rainy
362,Mumbai,25/04/2023,24.5,13.1,69,Clear
363,Mumbai,2023-01-02,26.0,10.5,79,Rainy
364,Mumbai,28-05-2023,53.6,0.0,70,Clear
365,Mumbai,2024-08-20,18.5,0.0,78,Rainy
366,Mumbai,07/03/2024,22.2,126.8,52,Clear
367,Mumbai,16/04/2024,33.1,3.5,50,Stormy
368,Mumbai,2023.12.31,22.4,1.3,59,Cloudy
369,Mumbai,09-01-2024,15.0,1.3,36,Clear
370,Mumbai,16/10/2024,31.5,55.9,65,Clear
371,Mumbai,02-08-2024,27.9,91.8,51,Humid
372,Mumbai,2024.07.09,28.9,0.0,67,Rainy
373,Mumbai,01/15/2023,16.1,3.6,65,Foggy
374,Mumbai,07/12/2023,19.8,10.0,65,Cloudy
375,Mumbai,2023.08.30,31.4,82.6,77,Foggy
376,Mumbai,2024.10.08,26.7,14.7,66,Cloudy
377,Mumbai,2024-08-20,32.1,0.0,74,Humid
378,Mumbai,14-04-2023,25.2,22.1,79,Rainy
379,Mumbai,2024.11.05,25.7,17.0,84,Cloudy
380,Mumbai,04/08/2024,26.7,80.3,46,Rainy
381,Mumbai,2024.02.02,22.2,8.3,66,Clear
382,Mumbai,19/04/2023,29.3,0.0,59,Humid
383,Mumbai,20-02-2023,12.1,9.7,86,Humid
384,Mumbai,09/27/2023,25.0,71.3,85,Cloudy
385,Mumbai,06/28/2024,23.9,0.0,55,Rainy
386,Mumbai,06/01/2024,19.5,0.0,47,Clear
387,Mumbai,2024-07-27,35.7,165.9,58,Cloudy
388,Mumbai,2024.01.30,15.3,13.4,42,Clear
389,Mumbai,2023.02.01,14.7,9.6,60,Humid
390,Mumbai,2023.07.20,23.6,13.9,49,Humid
391,Mumbai,04/23/2024,31.0,23.6,40,Humid
392,Mumbai,05-05-2023,32.2,1.1,56,Clear
393,Mumbai,2024.08.11,27.3,252.0,72,Humid
394,Mumbai,26-02-2023,10.1,8.2,51,Rainy
395,Mumbai,2023.04.14,38.3,7.0,84,Clear
396,Mumbai,11/12/2023,29.3,21.7,50,Stormy
397,Mumbai,21/03/2024,30.7,17.9,61,Cloudy
398,Mumbai,10-11-2024,20.5,0.0,68,Cloudy
399,Mumbai,01-07-2024,27.9,9.1,60,Clear
400,Mumbai,2024.10.03,27.7,0.0,62,Humid
401,Mumbai,25/05/2024,36.1,0.5,63,Clear
402,Mumbai,2023-04-03,37.4,0.4,49,Clear
403,Mumbai,03/16/2023,37.1,13.6,38,Rainy
404,Mumbai,11-06-2023,30.4,192.1,60,Cloudy
405,Mumbai,09/05/2024,26.5,0.0,63,Clear
406,Mumbai,26-12-2023,19.5,2.5,95,Clear
407,Mumbai,25-10-2023,27.4,52.4,61,Humid
408,Mumbai,15/09/2024,29.2,300.6,28,Clear
409,Mumbai,23-03-2024,35.6,0.0,67,Clear
410,Mumbai,2023.06.25,34.6,97.5,53,Foggy
411,Mumbai,15/09/2023,26.2,1.9,78,Foggy
412,Mumbai,24-04-2024,26.7,1.0,41,Clear
413,Mumbai,17/01/2024,19.2,2.3,78,Cloudy
414,Mumbai,02/10/2024,20.2,0.8,90,Cloudy
415,Mumbai,2023.04.06,36.3,0.0,93,Rainy
416,Mumbai,11-12-2024,18.2,0.6,42,Rainy
417,Mumbai,04/25/2023,30.7,0.4,33,Clear
418,Mumbai,2023-04-29,27.2,,63,Clear
419,Mumbai,15-01-2024,21.1,3.8,36,Cloudy
420,Mumbai,05/01/2023,20.5,16.5,70,Foggy
421,Mumbai,21/05/2024,26.9,3.1,29,Clear
422,Mumbai,2023.11.03,30.0,0.0,65,Foggy
423,Mumbai,08-04-2023,31.6,42.8,98,Rainy
424,Mumbai,13/02/2024,27.7,0.0,61,Clear
425,Mumbai,03/17/2023,29.5,7.0,70,Cloudy
426,Mumbai,13/10/2023,22.6,0.2,50,Cloudy
427,Mumbai,23/12/2023,19.2,2.8,49,Humid
428,Mumbai,2024.03.13,36.0,9.9,72,Cloudy
429,Mumbai,24/10/2024,28.0,0.0,65,Clear
430,Mumbai,2024-04-12,42.0,8.1,48,Cloudy
431,Mumbai,2024-10-28,28.2,28.7,56,Humid
432,Mumbai,2024-05-05,30.4,33.7,46,Humid
433,Mumbai,02/10/2024,22.2,1.6,39,Foggy
434,Mumbai,05-06-2024,32.8,145.2,53,Cloudy
435,Mumbai,13/01/2024,20.2,5.9,55,Clear
436,Mumbai,2024-09-28,27.2,130.0,77,Clear
437,Mumbai,08/10/2023,19.6,12.0,60,Clear
438,Mumbai,2024.07.29,24.6,0.0,61,Cloudy
439,Mumbai,2024-02-19,12.7,7.5,59,Cloudy
440,Mumbai,2023-05-05,37.6,2.3,55,Clear
441,Mumbai,02/06/2023,16.2,16.4,36,Cloudy
442,Mumbai,01/23/2023,16.5,1.9,64,Cloudy
443,Mumbai,28-03-2023,33.9,10.6,93,Rainy
444,Mumbai,14-11-2023,24.4,45.4,44,Foggy
445,Mumbai,2024.10.21,24.5,66.8,48,Clear
446,Mumbai,24/09/2023,27.7,222.9,49,Rainy
447,Mumbai,2024-01-14,16.5,0.1,88,Foggy
448,Mumbai,2024.09.23,29.7,68.3,88,Rainy
449,Mumbai,2024-01-24,22.7,6.1,53,Clear
450,Mumbai,2023-02-01,20.3,0.0,78,Clear
451,Mumbai,2023-10-19,28.1,39.4,50,Clear
452,Mumbai,2024-12-09,23.8,0.4,46,Humid
453,Mumbai,11/04/2023,25.4,0.0,57,Humid
454,Mumbai,08-07-2023,22.9,61.4,57,Cloudy
455,Mumbai,11/02/2024,28.4,0.0,52,Cloudy
456,Mumbai,2023.12.16,17.6,3.3,69,Cloudy
457,Mumbai,05-05-2024,33.2,0.0,32,Cloudy
458,Mumbai,2024.05.01,31.5,14.4,63,Clear
459,Mumbai,06/08/2023,24.8,0.0,44,Clear
460,Mumbai,10/11/2024,29.3,31.8,64,Cloudy
461,Mumbai,2023.10.02,29.2,47.0,51,Clear
462,Mumbai,07/09/2023,24.6,0.0,74,Clear
463,Mumbai,07/22/2024,27.3,0.0,58,Foggy
464,Mumbai,06/23/2024,33.6,0.0,67,Cloudy
465,Mumbai,27-11-2024,21.0,13.3,50,Humid
466,Mumbai,29-07-2023,18.8,296.4,63,Humid
467,Mumbai,2024.08.25,24.5,0.0,33,Rainy
468,Mumbai,02-07-2023,35.4,0.0,31,Clear
469,Mumbai,2024.05.03,32.5,15.6,81,Clear
470,Mumbai,18-11-2024,22.7,0.0,39,Stormy
