RestaurantID,RestaurantName,Cuisine,City,Area,OpeningTime,ClosingTime,Rating,AverageCost,OwnerName,RestaurantType,Latitude,Longitude
30,Golden Grill,Bakery,DELHI,Hill Road,11:00,23:00,3.0,630,Vrishti Koshy,Dine-in & Delivery,11.920943,82.39323
31,Blue Corner,Sushi,Ludhiana,Ring Road,09:00,22:00,4.1,571,Watika Mangal,Dine-in,29.301117,81.744691
32,Urban Bites,Pizza,Madras,Old Town,10:00,22:00,3.7,480,Chaitaly Hora,Cloud Kitchen,17.093368,82.504046
33,Urban Diner,Desserts,Pune,Park Street,08:00,01:00,4.5,451,Warjas Pingle,Dine-in,11.572904,70.884417
34,Golden Corner,South Indian,Ahmedabad,Market Area,10:00,00:00,3.3,594,Eshana Puri,Delivery Only,24.09346,82.218305
35,Curry Cafe,Italian,nagpur,New Town,07:00,23:00,3.7,643,Zaitra Karpe,Delivery Only,18.345068,85.064602
36,Green Corner,Healthy Food,Patna,Park Street,11:00,23:00,3.9,622,Bhavya Atwal,Dine-in,13.453324,71.39531
37,Urban Cafe,Thai,Vadodara,Central,09:00,01:00,4.2,709,Januja Upadhyay,Dine-in & Delivery,28.642495,74.779851
38,Green Grill,Biryani,Ahmedabad,Old Town,07:00,23:00,4.4,189,Jairaj Shan,Dine-in,30.776957,81.525644
39,Curry Hub,Seafood,Ahmedabad,Ring Road,07:00,01:00,3.0,-434,Pooja Gulati,Dine-in,32.723163,73.15325
40,The Point,Desserts,pune,Lake View,09:00,22:00,4.2,304,Kritika Sarma,Delivery Only,24.283409,86.596502
41,The Bites,Healthy Food,Guwahati,MG Road,09:00,01:00,4.1,530,Warjas Gade,Delivery Only,26.303931,87.779139
42,Royal Point,Fast Food,Chandigarh,Old Town,09:00,23:00,3.9,323,Aryan Luthra,QSR,30.128419,84.725276
43,curry hub,Seafood,Chandigarh,Station Road,09:00,01:00,3.4,945,Jagdish Morar,Delivery Only,10.693258,87.456272
44,Royal Grill,Bakery,Chandigarh,Station Road,09:00,22:00,2.8,202,Pooja De,QSR,22.02876,82.872786
45,Spicy Cafe,South Indian,Hyderabad,Park Street,11:00,00:00,5.0,243,Nakul Johal,Dine-in,31.357411,84.539736
46,Green Corner,Biryani,Pune,Park Street,08:00,00:00,3.6,586,Ishaan Misra,Cloud Kitchen,13.303629,79.033194
47,Spicy Diner,Healthy Food,Coimbatore,Market Area,08:00,22:00,,538,Bhavna Lal,QSR,29.869095,71.679618
48,Curry Grill,Desserts,Coimbatore,Hill Road,07:00,23:00,4.6,258,Amaira Verma,Dine-in,9.198479,72.105201
49,Blue Kitchen,Bakery,Mumbai,Ring Road,09:00,23:00,4.0,439,Nilima Gole,Dine-in & Delivery,15.07403,81.811701
50,Spicy House,Italian,SURAT,Central,08:00,23:00,3.5,470,Farhan Nadig,Cloud Kitchen,33.337432,73.174589
51,The Point,Mexican,Nashik,New Town,10:00,01:00,4.2,566,Zaid Gopal,Dine-in,16.092821,83.99023
52,Urban Point,Pizza,Bhopal,Old Town,07:00,01:00,4.4,441,Maanav Wable,QSR,26.477554,77.381859
53,Urban Hub,Desserts,Delhi,Civil Lines,11:00,00:00,3.4,173,Mohammed Thakur,Delivery Only,26.292686,80.850896
54,Golden Cafe,South Indian,Surat,Ring Road,08:00,22:00,3.7,179,Krishna Raju,Cloud Kitchen,9.076754,88.089537
55,Tasty Point,Italian,Nashik,MG Road,10:00,22:00,3.5,213,Ekavir Sachdeva,Delivery Only,28.100025,70.845188
56,Green Corner,Burgers,Raipur,Park Street,10:00,22:00,3.6,806,Harrison Chhabra,Dine-in & Delivery,30.760803,88.381841
57,Green Bites,North Indian,Bengaluru,Hill Road,11:00,22:00,3.8,764,George Din,Delivery Only,9.138685,79.971382
58,Royal Cafe,Mexican,Ludhiana,Civil Lines,07:00,01:00,4.1,325,Jasmit Som,Cloud Kitchen,24.904366,76.80021
59,The Bites,Italian,Bhopal,Park Street,09:00,00:00,3.8,119,Deepa Ravel,Delivery Only,25.953506,86.38384
60,BLUE TREATS,Fast Food,Guwahati,Market Area,10:00,23:00,3.7,187,Waida Bhavsar,Delivery Only,13.311138,82.166508
61,Urban Cafe,,Delhi,Station Road,10:00,22:00,4.2,363,Bakhshi Choudhry,QSR,12.929394,73.931936
62,Green Diner,Continental,Visakhapatnam,Civil Lines,08:00,01:00,3.7,366,Warhi Lall,Dine-in & Delivery,18.680281,83.557
63,Blue Treats,Street Food,Coimbatore,Lake View,07:00,01:00,4.3,272,Wyatt Venkatesh,Dine-in,33.3732,77.507285
64,Urban Treats,BBQ,Guwahati,Sector 12,07:00,01:00,3.4,518,Ayushman Das,QSR,21.407439,83.470641
65,Royal Cafe,BBQ,Mumbai,Station Road,10:00,00:00,4.4,516,Hamsini Minhas,Dine-in & Delivery,28.031052,71.833513
66,Curry Diner,BBQ,Pune,MG Road,07:00,00:00,5.0,263,Henry Natarajan,QSR,9.368334,88.540658
67,Tasty Bites,Chinese,Chandigarh,Central,09:00,00:00,2.8,547,Lopa Ranganathan,Delivery Only,27.548914,72.27833
68,Curry Diner,Mughlai,Kochi,Station Road,10:00,01:00,3.8,544,Ishaan Varkey,Cloud Kitchen,33.066155,75.215477
69,Spicy Kitchen,Fast Food,Vadodara,Station Road,09:00,00:00,4.3,144,Unnati Subramaniam,Delivery Only,8.409621,70.756937
70,Curry Hub,Chinese,Ludhiana,Ring Road,09:00,01:00,3.8,567,Girish Chokshi,Cloud Kitchen,15.360954,71.155022
71,Tasty Hub,Fast Food,Lucknow,Lake View,07:00,23:00,4.0,414,Girik Andra,Delivery Only,25.007463,80.135556
72,GRAND TREATS,South Indian,Hyderabad,Sector 12,10:00,22:00,4.3,649,Bahadurjit Narula,Cloud Kitchen,17.632892,86.636804
73,The Corner,Healthy Food,Kochi,Hill Road,09:00,01:00,2.9,765,Pallavi Dutta,Dine-in & Delivery,8.173008,80.377431
74, Golden Hub  ,Biryani,BENGALURU,Old Town,09:00,23:00,3.3,569,Forum Mani,Dine-in & Delivery,30.755231,85.162605
75,Urban Diner,Italian,Guwahati,Central,07:00,01:00,3.7,700,Maanas Bhatt,QSR,22.140093,85.663616
76,Blue Diner,Italian,Patna,Ring Road,07:00,00:00,4.3,567,Manya Doctor,QSR,32.065398,77.968541
77,Tasty House,Healthy Food,Pune,MG Road,07:00,00:00,4.0,342,Tara Agarwal,Dine-in,33.352494,82.204076
78,Blue Treats,Biryani,Pune,Old Town,11:00,22:00,3.4,173,Arunima Tripathi,Dine-in,27.291874,76.991984
79,BLUE POINT,Burgers,Bhubaneswar,Park Street,10:00,00:00,3.6,632,Eshana Khare,QSR,17.952234,76.510123
80,Royal Treats,Healthy Food,Mumbai,Old Town,08:00,23:00,3.4,691,Neelima Mangat,Dine-in,18.976863,78.634447
81,Royal Corner,Chinese,Indore,Old Town,09:00,22:00,3.4,-417,Indira Baria,QSR,28.209751,75.564439
82,Urban Corner,Thai,Raipur,Station Road,08:00,22:00,4.1,655,Ekanta Chander,Dine-in,19.989458,88.96557
83,Urban Cafe,Desserts,VADODARA,Sector 12,11:00,01:00,3.7,546,Ayushman Oza,QSR,20.824142,72.603766
84,Green House,Mughlai,INDORE,Ring Road,08:00,00:00,4.0,400,Omaja Tara,QSR,10.230425,73.75169
85,The House,North Indian,Mumbai,Old Town,10:00,00:00,3.4,538,Urmi Saraf,Delivery Only,25.94002,87.235725
86,Spicy Grill,North Indian,Delhi,MG Road,10:00,23:00,3.9,386,Rohan Aggarwal,Cloud Kitchen,28.064536,78.678323
87,The Treats,Fast Food,Raipur,Central,10:00,01:00,4.0,564,Shivani Sanghvi,QSR,11.755044,76.380293
88,Royal Kitchen,Desserts,Patna,Station Road,11:00,22:00,3.1,340,Rachita Mani,QSR,21.104064,86.530825
89,The Diner,South Indian,Delhi,Central,08:00,23:00,3.4,270,Rachana Wagle,Delivery Only,8.092184,77.973916
90,Blue Kitchen,BBQ,Visakhapatnam,Station Road,10:00,00:00,3.5,669,Darsh Varkey,Dine-in & Delivery,16.91593,75.627986
91,The House,Fast Food,Bengaluru,Ring Road,08:00,00:00,4.1,230,Yauvani Nagy,QSR,25.401153,81.968118
92,Tasty Diner,Sushi,Chandigarh,Lake View,07:00,22:00,4.0,535,Lakshmi Borra,QSR,31.580224,71.926546
93,Blue Treats,Street Food,Delhi,Sector 12,08:00,23:00,3.7,192,Yachana Nigam,Cloud Kitchen,30.98424,81.897428
94,Royal Diner,Bakery,Chandigarh,Old Town,11:00,01:00,3.4,132,Ekansh Goda,Cloud Kitchen,20.182064,83.89723
95,Curry Hub,Pizza,Bhopal,Old Town,08:00,23:00,5.0,104,Ekantika Thakkar,QSR,18.609055,87.025983
96,Grand Cafe,South Indian,Kochi,Lake View,11:00,22:00,3.3,445,Anamika Misra,Dine-in & Delivery,32.253715,86.287203
97,Curry Hub,Continental, Patna  ,Civil Lines,07:00,00:00,3.0,218,Nihal Vig,Dine-in & Delivery,13.376717,87.490593
98,Blue Grill,Chinese,Delhi,New Town,07:00,22:00,4.0,490,Ati Sharma,Delivery Only,16.681219,70.200941
99,Golden Grill,Sushi,Nashik,Lake View,09:00,22:00,4.1,593,Niharika Char,Cloud Kitchen,32.313018,86.595954
100,Grand Treats,Mughlai,Kolkata,Park Street,08:00,22:00,3.9,312,Jagdish Tella,Dine-in,9.763339,87.023818
101,Curry Treats,Sushi,Lucknow,Ring Road,08:00,00:00,4.1,728,Chasmum Sem,Delivery Only,24.660748,77.55967
102,The Point,Mughlai,Bhubaneswar,Lake View,08:00,23:00,4.2,277,Aryan Sachdev,Dine-in & Delivery,21.369064,85.238109
103,Grand Treats,BBQ,Patna,Park Street,08:00,22:00,4.2,561,Ladli Singh,Cloud Kitchen,14.016124,73.678778
104,Royal Cafe,Seafood,Kolkata,Station Road,11:00,23:00,6.0,403,Liam Dayal,QSR,31.987965,81.964705
105,Royal Grill,, Delhi  ,Central,09:00,00:00,,682,Ganga Kala,QSR,30.433987,84.935762
106,Tasty Corner,Italian,Nashik,Lake View,08:00,23:00,3.6,158,Balhaar Pandit,Dine-in & Delivery,16.648852,71.497701
107,Golden Kitchen,Seafood,Vadodara,Central,11:00,23:00,4.2,400,Dipta Dave,Dine-in & Delivery,20.722458,79.378792
108,Spicy Hub,Chinese,Jaipur,Station Road,07:00,00:00,4.0,488,Ishita Goel,Cloud Kitchen,20.993617,80.340814
109,Urban Point,South Indian,Kolkata,Civil Lines,11:00,01:00,4.0,367,Lipika Jayaraman,QSR,26.815656,80.267707
110,Royal Point,Biryani,Ludhiana,Sector 12,08:00,23:00,4.4,280,Zarna Rana,Dine-in,20.113502,78.543654
111,Spicy Grill,Desserts,Chennai,Market Area,11:00,00:00,4.0,528,Hemangini Pathak,Dine-in,22.236056,82.724013
112,The Grill,Pizza,Kolkata,Central,09:00,23:00,3.8,608,Saumya Gokhale,QSR,27.797747,79.62503
113,Grand House,Biryani,Ahmedabad,MG Road,09:00,22:00,3.7,909,Vrinda Chakrabarti,Dine-in,28.498344,78.943647
114,Green Bites,BBQ,Pune,Civil Lines,07:00,00:00,4.0,697,Falguni Sahni,Delivery Only,33.820033,85.041005
115,Curry Diner,Continental,Kochi,Old Town,11:00,00:00,4.3,734,Jeevika Walia,Delivery Only,16.948754,73.229407
116,Curry Corner,Street Food,Vadodara,Sector 12,08:00,00:00,3.9,675,Hitesh Ramakrishnan,Dine-in,32.058986,84.738879
117,Spicy Point,Mughlai,Jaipur,MG Road,10:00,00:00,4.6,507,Devika Apte,Delivery Only,19.311452,84.984945
118,Blue Kitchen,Healthy Food, Coimbatore  ,Civil Lines,11:00,01:00,,815,Dayamai Mani,Cloud Kitchen,29.548917,71.757157
119,Urban Kitchen,Fast Food,Calcutta,Lake View,07:00,01:00,3.9,465,Netra Viswanathan,Delivery Only,28.788262,70.783231
120,Grand Treats,South Indian,Lucknow,Ring Road,09:00,00:00,4.0,293,Rajata Balan,Dine-in,22.091169,87.163625
121,Grand Kitchen,BBQ,Bengaluru,Market Area,10:00,01:00,4.1,519,Kritika Shah,QSR,14.675958,82.9248
122,Spicy House,Fast Food,Vadodara,MG Road,10:00,23:00,3.9,436,Harish Som,Dine-in,20.077949,85.381597
123,Grand Diner,Desserts,Ludhiana,Civil Lines,10:00,01:00,3.8,373,Anvi Bose,Dine-in,28.404769,70.840005
124,Golden Kitchen,Desserts,Surat,Hill Road,10:00,01:00,4.3,508,Keya Barad,Cloud Kitchen,13.695379,81.495459
125,Grand Bites,Mexican, Visakhapatnam  ,Market Area,10:00,22:00,4.4,345,Wridesh Patel,Dine-in & Delivery,18.639347,77.802388
126,Green Bites,Bakery,Bhubaneswar,Market Area,11:00,00:00,4.5,628,Vasatika Nagar,QSR,31.798054,88.862734
127,The Treats,Fast Food,Bengaluru,Station Road,09:00,00:00,3.8,316,Lavanya Saxena,Dine-in & Delivery,23.776951,72.71267
128,Tasty Hub,Mughlai,Lucknow,Central,09:00,22:00,4.2,132,Amara Bal,Delivery Only,13.586816,83.209664
129,Spicy House,Mexican,Pune,MG Road,09:00,01:00,3.7,505,Ekbal Jayaraman,Cloud Kitchen,22.527646,88.352346
130,Blue Hub,Desserts,Surat,Central,09:00,01:00,3.8,235,Niharika Joshi,Delivery Only,12.457422,78.817753
131,Curry Cafe,Fast Food,chennai,Station Road,10:00,22:00,3.9,250,Shravya Sharaf,Dine-in,27.349934,70.927446
132,The Corner,Bakery,Bhopal,Park Street,11:00,01:00,4.0,371,Mahika Palan,Dine-in & Delivery,28.932861,82.100718
133,Curry Cafe,Chinese,Ahmedabad,Central,08:00,01:00,3.8,285,Ganga Bobal,QSR,27.909297,87.964966
134,Curry Corner,South Indian,LUDHIANA,Park Street,10:00,23:00,4.3,420,Bakhshi Tripathi,Dine-in & Delivery,28.380708,84.209622
135,Golden Hub,Thai,bengaluru,Ring Road,11:00,00:00,3.5,425,Anika Gill,Dine-in & Delivery,9.791923,70.863629
136,The Corner,Street Food,Patna,Station Road,08:00,00:00,4.8,516,Priya Kalla,Delivery Only,14.682802,83.863698
137,Grand Diner,Mughlai,Ahmedabad,Central,07:00,23:00,4.4,127,Advaith Babu,Delivery Only,32.19192,71.473518
138,Green Hub,Thai,Hyderabad,Central,08:00,01:00,3.8,250,Dev Sachdeva,Dine-in,22.960212,73.170332
139,Urban Grill,South Indian,Mumbai,Station Road,07:00,00:00,3.6,296,Anmol Ranganathan,QSR,20.491403,74.75687
140,Curry Kitchen,Seafood,Visakhapatnam,Central,11:00,01:00,4.5,593,Om Natt,QSR,11.638476,83.329077
141,Blue Kitchen,Continental,Raipur,Old Town,08:00,01:00,8.9,357,Dayita Dhawan,Dine-in,18.783051,70.280085
142,Blue House,Healthy Food,Bhopal,Station Road,10:00,01:00,4.1,628,Jonathan Kadakia,Delivery Only,12.530675,85.144639
143,The Cafe,BBQ,Raipur,New Town,10:00,00:00,4.4,577,Harrison Ravel,Dine-in,22.781746,85.040603
144,Royal Point,Bakery,Jaipur,Civil Lines,10:00,23:00,4.8,535,Vedhika Mall,Dine-in,32.743502,77.274709
145,Blue Grill,Italian,Mumbai,MG Road,08:00,23:00,3.7,287,Arjun Deshpande,Dine-in,30.941491,75.536463
146,Golden Bites,North Indian,Jaipur,Old Town,09:00,23:00,3.4,208,Pooja Sampath,QSR,10.165451,73.196864
147,Blue Treats,Street Food,Bhopal,Old Town,09:00,01:00,4.2,768,Vrishti Tailor,Cloud Kitchen,24.999061,82.283254
148,Tasty Grill,Burgers,Hyderabad,Central,09:00,23:00,4.0,815,Udarsh Oza,Dine-in,13.102466,72.893116
149,Blue Kitchen,Fast Food,Pune,Ring Road,07:00,22:00,3.9,571,Isha Agarwal,Cloud Kitchen,11.565131,85.538291
150,Green Point,North Indian,Pune,Civil Lines,09:00,00:00,3.1,612,Caleb De,Dine-in & Delivery,13.892575,70.612199
151,Royal Bites,Italian,Chennai,Sector 12,10:00,22:00,3.6,616,Abeer Mukhopadhyay,Cloud Kitchen,18.00071,77.281201
152,Green Treats,Healthy Food,Pune,Hill Road,11:00,23:00,4.5,510,Yashica Kamdar,Dine-in,22.867086,84.556358
153,Urban House,Continental,KOLKATA,Central,10:00,01:00,4.1,473,Agastya Dugal,QSR,13.240697,80.0453
154,Urban Diner,Sushi,Ludhiana,MG Road,11:00,01:00,4.2,824,Rachana Kata,Cloud Kitchen,23.977803,74.889234
155,Urban House,Italian,Raipur,Station Road,11:00,23:00,3.9,482,Ati Nagar,Cloud Kitchen,15.189828,82.345562
156,Curry Diner,Street Food,Bhopal,Park Street,10:00,00:00,,534,Kamala Nayak,Cloud Kitchen,27.935212,81.406324
157,Spicy Corner,Pizza,Patna,Central,07:00,01:00,3.5,410,Ishwar Choudhary,Delivery Only,20.807573,88.761304
158,Blue Grill,Thai,Raipur,Civil Lines,08:00,00:00,4.1,126,Krishna Swamy,Dine-in,14.388871,71.790805
159,The Point,Thai,Surat,Lake View,09:00,00:00,4.1,500,Ridhi Khatri,Delivery Only,12.254287,88.930548
160,Royal House,Desserts,Vadodara,Hill Road,09:00,23:00,4.3,322,Ishani Aggarwal,QSR,28.352483,77.395414
161,Royal Treats,North Indian,Kolkata,Station Road,08:00,22:00,4.5,510,Isaac Khatri,Dine-in,18.130599,81.847198
162,royal cafe,Pizza,Chandigarh,MG Road,07:00,01:00,,176,Nihal Saraf,Dine-in,26.062193,75.3442
163,Golden Kitchen,BBQ,Kochi,Old Town,11:00,23:00,3.6,624,Yasti Thaman,Delivery Only,12.191331,84.607361
164,Urban Point,Seafood,kolkata,Sector 12,09:00,00:00,4.1,100,Wriddhish Walia,Dine-in & Delivery,30.151693,74.621598
165,Royal Hub,Mexican,Vadodara,Civil Lines,08:00,22:00,3.7,475,Kashish Shanker,Dine-in & Delivery,21.694466,72.267474
166,Golden Corner,Mexican,Ludhiana,Central,07:00,00:00,4.9,707,Abdul Toor,Cloud Kitchen,24.11648,83.393867
167,Grand House,Italian,Mumbai,Central,09:00,00:00,3.8,486,Triya Sandal,Delivery Only,18.377851,73.937329
168,Green Kitchen,BBQ,Vadodara,Central,10:00,00:00,3.2,100,Sathvik Gala,Cloud Kitchen,23.841533,80.899362
169,The Corner,South Indian,Raipur,Ring Road,07:00,00:00,3.7,650,Bhavini Agrawal,QSR,31.993829,88.543784
170,Grand Point,Continental,Coimbatore,Station Road,10:00,01:00,4.0,300,Avi Shukla,Delivery Only,20.007398,88.124873
171,GREEN HUB,Burgers,Ahmedabad,Hill Road,11:00,01:00,4.4,808,Wyatt Dhar,Cloud Kitchen,32.23818,79.748832
172,Green Diner,Burgers,Nashik,Old Town,09:00,23:00,3.2,439,Riya Shan,Dine-in,9.233143,82.715144
173,Grand Cafe,Continental,Raipur,Lake View,10:00,01:00,3.6,458,Prisha Chand,QSR,24.59017,85.601409
174,Urban Cafe,Sushi,Visakhapatnam,MG Road,07:00,00:00,,1008,Nachiket Bali,Dine-in & Delivery,13.582226,73.965719
175,Tasty Bites,Burgers,Kochi,Civil Lines,11:00,00:00,3.8,510,Shivansh Mannan,Dine-in,9.006943,83.220907
176,The Corner,Healthy Food,Visakhapatnam,Civil Lines,09:00,00:00,4.0,199,Devansh Dar,QSR,20.653998,85.530411
177, Royal Hub  ,North Indian,Bengaluru,Ring Road,07:00,01:00,4.0,155,Tara Nazareth,Cloud Kitchen,16.145653,87.481302
178,Blue Kitchen,South Indian,Vadodara,Ring Road,10:00,23:00,4.8,630,Reva Mishra,Dine-in,30.370861,86.78584
179,The Point,Desserts,Bhubaneswar,Hill Road,09:00,22:00,3.6,416,Rachita Parekh,Dine-in & Delivery,14.736787,87.428564
180,Golden Cafe,Mughlai,Guwahati,Park Street,08:00,23:00,4.4,504,Wriddhish Singh,Delivery Only,31.854691,71.688143
181,Royal Corner,South Indian,Guwahati,Sector 12,07:00,00:00,3.1,483,Abha Halder,Dine-in,30.449467,73.730514
182,Urban Treats,Fast Food,Hyderabad,MG Road,11:00,23:00,4.4,100,Zaid Mammen,Dine-in & Delivery,20.119357,75.742805
183,Grand Treats,Healthy Food,DELHI,Central,09:00,22:00,4.0,282,Rishi Menon,Dine-in & Delivery,11.198849,72.445989
184,Urban Treats,Thai,Kolkata,Lake View,07:00,23:00,4.5,359,Mekhala Chauhan,QSR,28.733941,75.882587
185,Curry Cafe,Sushi,Ludhiana,Sector 12,10:00,23:00,3.6,615,Aadhya Rajan,QSR,20.651386,70.822374
186,the kitchen,Italian,Delhi,Civil Lines,07:00,01:00,3.5,466,Samesh Rai,Cloud Kitchen,33.175507,81.221301
187,Curry House,Healthy Food,Guwahati,Central,10:00,23:00,4.0,411,Brinda Varty,Cloud Kitchen,28.066202,71.932119
188,Curry Hub,South Indian,Patna,Sector 12,10:00,23:00,3.2,275,Netra Borde,Dine-in,22.637567,73.11559
189,The Diner,Bakery,Hyderabad,Sector 12,10:00,23:00,3.8,100,Yash Gour,Cloud Kitchen,8.522868,88.346501
190,Urban Hub,Street Food,Guwahati,Central,10:00,01:00,3.9,397,Rajata Hari,Delivery Only,12.970708,87.473557
191,Curry Treats,Mughlai,Vadodara,New Town,09:00,01:00,4.2,579,Gunbir Babu,Dine-in & Delivery,21.710877,85.093692
192,Blue Bites,Burgers,Coimbatore,Station Road,11:00,23:00,3.3,346,Mohini Sura,Dine-in & Delivery,12.805746,83.784319
193,Spicy Kitchen,Seafood,Bhopal,Old Town,07:00,23:00,3.4,344,Gunbir More,Cloud Kitchen,20.191116,85.09506
194,Tasty Diner,Italian,Pune,MG Road,07:00,01:00,3.8,673,Harshil Gade,Cloud Kitchen,16.166848,88.862206
195,Urban Bites,BBQ,Jaipur,MG Road,07:00,00:00,3.6,627,Hemal Kuruvilla,Dine-in & Delivery,33.474366,71.818301
196,Spicy Kitchen,Street Food,Chennai,New Town,10:00,22:00,4.0,727,Indira Raghavan,Cloud Kitchen,11.566851,80.815691
197,Golden Diner,Chinese,Lucknow,Old Town,10:00,00:00,3.7,287,Wazir Chad,Delivery Only,27.817917,80.42152
198,Grand Bites,BBQ,Ludhiana,Lake View,09:00,23:00,4.0,128,Nachiket Sethi,Delivery Only,19.335628,87.15408
199,Spicy Treats,Sushi,Coimbatore,Civil Lines,10:00,22:00,4.0,563,Upasna Raghavan,Dine-in,17.22195,70.458256
200,Golden Bites,Healthy Food,Chennai,Civil Lines,11:00,00:00,4.4,531,Idika Suri,Dine-in & Delivery,14.1056,84.534312
201,Green Bites,Desserts,Hyderabad,MG Road,08:00,23:00,3.8,838,Liam Sharma,Dine-in & Delivery,8.84119,73.711163
202,Green Hub,Desserts,Kochi,MG Road,09:00,01:00,3.9,238,Lohit Chander,Dine-in,29.040866,81.095734
203,The Grill,Desserts,Chandigarh,MG Road,10:00,01:00,3.9,181,Aadi Suri,Dine-in,14.114196,79.111004
204,Golden Bites,Healthy Food,Indore,Ring Road,08:00,22:00,3.3,498,Bhanumati Swaminathan,Dine-in & Delivery,15.048523,73.387095
205,Urban House,Mughlai,Chandigarh,Lake View,10:00,01:00,3.2,326,Nandini Sami,Delivery Only,22.509742,88.571165
206,Blue Bites,Burgers,jaipur,Park Street,07:00,00:00,3.3,478,Maanas Chaudhari,Dine-in & Delivery,13.592783,81.146385
207,Grand Cafe,Biryani,Mumbai,Lake View,08:00,00:00,3.5,556,Chavvi Ravel,Delivery Only,32.656398,88.441188
208,The Diner,Mexican,visakhapatnam,Sector 12,10:00,00:00,4.1,189,Zayan Narayanan,Dine-in,27.002628,78.931645
209,Green Kitchen,Continental,Bhubaneswar,MG Road,07:00,23:00,4.4,415,Tejas Mohan,QSR,23.271244,72.297484
210,Blue Corner,Bakery,Patna,Lake View,10:00,00:00,3.3,524,Yuvraj Uppal,Cloud Kitchen,30.651923,88.039184
211,Royal Hub,Continental,Visakhapatnam,Sector 12,09:00,01:00,4.8,410,Ganga Dua,Cloud Kitchen,29.780834,70.947752
